Unit Serial No : SM245-KSP200281-EU
Integration Time : 100 ms
Time Average: 10
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : 0068
Measurement No : 1
Measurement Time : 12/09/2022   15:34:46

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
789.0000      	12674.2712    	2640.50000    
790.0000      	12658.2278    	2638.39990    
791.0000      	12642.2250    	2638.30005    
792.0000      	12626.2626    	2646.30005    
793.0000      	12610.3405    	2655.69995    
794.0000      	12594.4584    	2748.00000    
795.0000      	12578.6164    	2685.69995    
796.0000      	12562.8141    	2774.00000    
797.0000      	12547.0514    	2706.80005    
798.0000      	12531.3283    	2674.60010    
799.0000      	12515.6446    	2675.19995    
800.0000      	12500.0000    	2685.50000    
801.0000      	12484.3945    	2666.10010    
802.0000      	12468.8279    	2685.19995    
803.0000      	12453.3001    	2690.69995    
804.0000      	12437.8109    	2674.00000    
805.0000      	12422.3602    	2676.50000    
806.0000      	12406.9479    	2685.60010    
807.0000      	12391.5737    	2691.39990    
808.0000      	12376.2376    	2699.69995    
809.0000      	12360.9394    	2680.19995    
810.0000      	12345.6790    	2706.19995    
811.0000      	12330.4562    	2736.30005    
812.0000      	12315.2709    	2712.30005    
813.0000      	12300.1230    	2745.19995    
814.0000      	12285.0123    	2774.30005    
815.0000      	12269.9387    	2797.69995    
816.0000      	12254.9020    	2841.80005    
817.0000      	12239.9021    	2768.19995    
818.0000      	12224.9389    	2777.60010    
819.0000      	12210.0122    	2742.10010    
820.0000      	12195.1220    	2680.50000    
821.0000      	12180.2680    	2673.30005    
822.0000      	12165.4501    	2634.80005    
823.0000      	12150.6683    	2644.69995    
824.0000      	12135.9223    	2634.89990    
825.0000      	12121.2121    	2623.89990    
826.0000      	12106.5375    	2624.60010    
827.0000      	12091.8984    	2661.39990    
828.0000      	12077.2947    	2697.69995    
829.0000      	12062.7262    	2671.50000    
830.0000      	12048.1928    	2673.00000    
831.0000      	12033.6943    	2665.50000    
832.0000      	12019.2308    	2795.10010    
833.0000      	12004.8019    	2767.00000    
834.0000      	11990.4077    	2625.30005    
835.0000      	11976.0479    	2611.60010    
836.0000      	11961.7225    	2646.80005    
837.0000      	11947.4313    	2651.50000    
838.0000      	11933.1742    	2789.19995    
839.0000      	11918.9511    	2874.30005    
840.0000      	11904.7619    	2838.60010    
841.0000      	11890.6064    	2659.39990    
842.0000      	11876.4846    	2675.69995    
843.0000      	11862.3962    	2710.19995    
844.0000      	11848.3412    	2751.89990    
845.0000      	11834.3195    	2645.69995    
846.0000      	11820.3310    	2614.80005    
847.0000      	11806.3754    	2634.69995    
848.0000      	11792.4528    	2637.00000    
849.0000      	11778.5630    	2667.80005    
850.0000      	11764.7059    	2789.50000    
851.0000      	11750.8813    	2865.69995    
852.0000      	11737.0892    	2790.80005    
853.0000      	11723.3294    	2654.69995    
854.0000      	11709.6019    	2640.19995    
855.0000      	11695.9064    	2647.19995    
856.0000      	11682.2430    	2656.10010    
857.0000      	11668.6114    	2612.30005    
858.0000      	11655.0117    	2621.69995    
859.0000      	11641.4435    	2674.60010    
860.0000      	11627.9070    	2680.50000    
861.0000      	11614.4019    	2722.39990    
862.0000      	11600.9281    	2672.10010    
863.0000      	11587.4855    	2623.89990    
864.0000      	11574.0741    	2691.69995    
865.0000      	11560.6936    	2698.30005    
866.0000      	11547.3441    	2771.69995    
867.0000      	11534.0254    	2827.50000    
868.0000      	11520.7373    	2725.19995    
869.0000      	11507.4799    	2643.60010    
870.0000      	11494.2529    	2696.30005    
871.0000      	11481.0563    	2661.19995    
872.0000      	11467.8899    	2620.89990    
873.0000      	11454.7537    	2622.60010    
874.0000      	11441.6476    	2636.10010    
875.0000      	11428.5714    	2658.00000    
876.0000      	11415.5251    	2612.69995    
877.0000      	11402.5086    	2629.60010    
878.0000      	11389.5216    	2725.30005    
879.0000      	11376.5643    	2756.30005    
880.0000      	11363.6364    	2814.50000    
881.0000      	11350.7378    	2677.80005    
882.0000      	11337.8685    	2645.60010    
883.0000      	11325.0283    	2633.89990    
884.0000      	11312.2172    	2623.89990    
885.0000      	11299.4350    	2620.60010    
886.0000      	11286.6817    	2672.00000    
887.0000      	11273.9572    	2700.60010    
888.0000      	11261.2613    	2654.50000    
889.0000      	11248.5939    	2641.69995    
890.0000      	11235.9551    	2642.89990    
891.0000      	11223.3446    	2642.10010    
892.0000      	11210.7623    	2629.60010    
893.0000      	11198.2083    	2644.60010    
894.0000      	11185.6823    	2648.30005    
895.0000      	11173.1844    	2629.69995    
896.0000      	11160.7143    	2637.69995    
897.0000      	11148.2720    	2628.80005    
898.0000      	11135.8575    	2632.60010    
899.0000      	11123.4705    	2629.89990    
900.0000      	11111.1111    	2613.50000    
901.0000      	11098.7791    	2604.60010    
902.0000      	11086.4745    	2634.69995    
903.0000      	11074.1971    	2629.89990    
904.0000      	11061.9469    	2654.39990    
905.0000      	11049.7238    	2611.69995    
906.0000      	11037.5276    	2624.30005    
907.0000      	11025.3583    	2600.60010    
908.0000      	11013.2159    	2612.10010    
909.0000      	11001.1001    	2607.80005    
910.0000      	10989.0110    	2623.39990    
911.0000      	10976.9484    	2662.60010    
912.0000      	10964.9123    	2616.89990    
913.0000      	10952.9025    	2627.30005    
914.0000      	10940.9190    	2624.19995    
915.0000      	10928.9617    	2628.10010    
916.0000      	10917.0306    	2639.60010    
917.0000      	10905.1254    	2636.39990    
918.0000      	10893.2462    	2628.10010    
919.0000      	10881.3928    	2604.50000    
920.0000      	10869.5652    	2613.69995    
921.0000      	10857.7633    	2698.19995    
922.0000      	10845.9870    	2645.89990    
923.0000      	10834.2362    	2629.00000    
924.0000      	10822.5108    	2618.69995    
925.0000      	10810.8108    	2621.60010    
926.0000      	10799.1361    	2635.19995    
927.0000      	10787.4865    	2625.69995    
928.0000      	10775.8621    	2640.80005    
929.0000      	10764.2626    	2617.80005    
930.0000      	10752.6882    	2607.30005    
931.0000      	10741.1386    	2627.89990    
932.0000      	10729.6137    	2629.60010    
933.0000      	10718.1136    	2617.50000    
934.0000      	10706.6381    	2595.30005    
935.0000      	10695.1872    	2612.19995    
936.0000      	10683.7607    	2612.30005    
937.0000      	10672.3586    	2624.10010    
938.0000      	10660.9808    	2660.19995    
939.0000      	10649.6273    	2629.10010    
940.0000      	10638.2979    	2633.69995    
941.0000      	10626.9926    	2625.50000    
942.0000      	10615.7113    	2620.50000    
943.0000      	10604.4539    	2635.00000    
944.0000      	10593.2203    	2609.10010    
945.0000      	10582.0106    	2617.10010    
946.0000      	10570.8245    	2625.19995    
947.0000      	10559.6621    	2626.69995    
948.0000      	10548.5232    	2632.60010    
949.0000      	10537.4078    	2631.50000    
950.0000      	10526.3158    	2617.00000    
951.0000      	10515.2471    	2615.69995    
952.0000      	10504.2017    	2650.80005    
953.0000      	10493.1794    	2626.80005    
954.0000      	10482.1803    	2692.00000    
955.0000      	10471.2042    	2612.89990    
956.0000      	10460.2510    	2629.69995    
957.0000      	10449.3208    	2627.50000    
958.0000      	10438.4134    	2629.10010    
959.0000      	10427.5287    	2630.69995    
960.0000      	10416.6667    	2616.10010    
961.0000      	10405.8273    	2624.60010    
962.0000      	10395.0104    	2607.30005    
963.0000      	10384.2160    	2637.60010    
964.0000      	10373.4440    	2621.30005    
965.0000      	10362.6943    	2638.00000    
966.0000      	10351.9669    	2619.10010    
967.0000      	10341.2616    	2636.89990    
968.0000      	10330.5785    	2634.19995    
969.0000      	10319.9174    	2624.10010    
970.0000      	10309.2784    	2605.10010    
971.0000      	10298.6612    	2618.89990    
972.0000      	10288.0658    	2624.39990    
973.0000      	10277.4923    	2633.60010    
974.0000      	10266.9405    	2623.10010    
975.0000      	10256.4103    	2615.19995    
976.0000      	10245.9016    	2646.39990    
977.0000      	10235.4145    	2617.60010    
978.0000      	10224.9489    	2622.19995    
979.0000      	10214.5046    	2628.60010    
980.0000      	10204.0816    	2632.69995    
981.0000      	10193.6799    	2617.19995    
982.0000      	10183.2994    	2621.69995    
983.0000      	10172.9400    	2628.50000    
984.0000      	10162.6016    	2640.60010    
985.0000      	10152.2843    	2606.80005    
986.0000      	10141.9878    	2627.69995    
987.0000      	10131.7123    	2625.69995    
988.0000      	10121.4575    	2626.60010    
989.0000      	10111.2235    	2608.50000    
990.0000      	10101.0101    	2645.69995    
991.0000      	10090.8174    	2632.19995    
992.0000      	10080.6452    	2630.30005    
993.0000      	10070.4935    	2621.80005    
994.0000      	10060.3622    	2626.00000    
995.0000      	10050.2513    	2636.10010    
996.0000      	10040.1606    	2695.89990    
997.0000      	10030.0903    	2638.39990    
998.0000      	10020.0401    	2614.19995    
999.0000      	10010.0100    	2640.39990    
1000.0000     	10000.0000    	2619.19995    
1001.0000     	9990.0100     	2613.00000    
1002.0000     	9980.0399     	2629.50000    
1003.0000     	9970.0897     	2635.60010    
1004.0000     	9960.1594     	2619.00000    
1005.0000     	9950.2488     	2632.30005    
1006.0000     	9940.3579     	2649.30005    
1007.0000     	9930.4866     	2614.60010    
1008.0000     	9920.6349     	2619.80005    
1009.0000     	9910.8028     	2633.89990    
1010.0000     	9900.9901     	2624.50000    
1011.0000     	9891.1968     	2628.89990    
1012.0000     	9881.4229     	2622.60010    
1013.0000     	9871.6683     	2653.00000    
1014.0000     	9861.9329     	2635.60010    
1015.0000     	9852.2167     	2637.10010    
1016.0000     	9842.5197     	2617.19995    
1017.0000     	9832.8417     	2625.00000    
1018.0000     	9823.1827     	2641.50000    
1019.0000     	9813.5427     	2627.69995    
1020.0000     	9803.9216     	2620.30005    
1021.0000     	9794.3193     	2637.60010    
1022.0000     	9784.7358     	2616.00000    
1023.0000     	9775.1711     	2600.00000    
1024.0000     	9765.6250     	2617.30005    
1025.0000     	9756.0976     	2831.89990    
1026.0000     	9746.5887     	2622.30005    
1027.0000     	9737.0983     	2613.50000    
1028.0000     	9727.6265     	2630.60010    
1029.0000     	9718.1730     	2625.00000    
1030.0000     	9708.7379     	2617.00000    
1031.0000     	9699.3210     	2617.69995    
1032.0000     	9689.9225     	2595.50000    
1033.0000     	9680.5421     	2612.60010    
1034.0000     	9671.1799     	2632.69995    
1035.0000     	9661.8357     	2636.69995    
1036.0000     	9652.5097     	2624.10010    
1037.0000     	9643.2015     	2634.60010    
1038.0000     	9633.9114     	2609.50000    
1039.0000     	9624.6391     	2619.19995    
1040.0000     	9615.3846     	2637.69995    
1041.0000     	9606.1479     	2590.69995    
1042.0000     	9596.9290     	2623.89990    
1043.0000     	9587.7277     	2623.10010    
1044.0000     	9578.5441     	2628.80005    
1045.0000     	9569.3780     	2622.00000    
1046.0000     	9560.2294     	2636.30005    
1047.0000     	9551.0984     	2632.00000    
1048.0000     	9541.9847     	2644.50000    
1049.0000     	9532.8885     	2627.19995    
1050.0000     	9523.8095     	2624.10010    
1051.0000     	9514.7479     	2639.30005    
1052.0000     	9505.7034     	2616.30005    
1053.0000     	9496.6762     	2631.19995    
1054.0000     	9487.6660     	2630.10010    
1055.0000     	9478.6730     	2639.50000    
1056.0000     	9469.6970     	2667.39990    
1057.0000     	9460.7379     	2619.69995    
1058.0000     	9451.7958     	2637.60010    
1059.0000     	9442.8706     	2625.80005    
1060.0000     	9433.9623     	2635.89990    
1061.0000     	9425.0707     	2614.60010    
1062.0000     	9416.1959     	2652.10010    
1063.0000     	9407.3377     	2626.89990    
1064.0000     	9398.4962     	2622.80005    
1065.0000     	9389.6714     	2624.19995    
1066.0000     	9380.8630     	2622.60010    
1067.0000     	9372.0712     	2635.69995    
1068.0000     	9363.2959     	2637.10010    
1069.0000     	9354.5370     	2616.60010    
1070.0000     	9345.7944     	2666.00000    
1071.0000     	9337.0682     	2628.50000    
1072.0000     	9328.3582     	2627.50000    
1073.0000     	9319.6645     	2635.00000    
1074.0000     	9310.9870     	2646.50000    
1075.0000     	9302.3256     	2628.39990    
1076.0000     	9293.6803     	2613.69995    
1077.0000     	9285.0511     	2615.80005    
1078.0000     	9276.4378     	2610.89990    
1079.0000     	9267.8406     	2621.69995    
1080.0000     	9259.2593     	2625.50000    
1081.0000     	9250.6938     	2647.89990    
1082.0000     	9242.1442     	2666.19995    
1083.0000     	9233.6103     	2640.50000    
1084.0000     	9225.0923     	2627.69995    
1085.0000     	9216.5899     	2639.80005    
1086.0000     	9208.1031     	2631.80005    
1087.0000     	9199.6320     	2640.60010    
1088.0000     	9191.1765     	2667.30005    
1089.0000     	9182.7365     	2612.89990    
1090.0000     	9174.3119     	2612.60010    
1091.0000     	9165.9028     	2620.00000    
1092.0000     	9157.5092     	2633.30005    
1093.0000     	9149.1308     	2645.00000    
1094.0000     	9140.7678     	2602.50000    
1095.0000     	9132.4201     	2634.30005    
1096.0000     	9124.0876     	2637.80005    
1097.0000     	9115.7703     	2617.69995    
1098.0000     	9107.4681     	2628.10010    
1099.0000     	9099.1811     	2636.19995    
1100.0000     	9090.9091     	2634.39990    
1101.0000     	9082.6521     	2622.30005    
1102.0000     	9074.4102     	2625.10010    
1103.0000     	9066.1831     	2599.30005    
1104.0000     	9057.9710     	2637.50000    
1105.0000     	9049.7738     	2617.00000    
1106.0000     	9041.5913     	2642.19995    
1107.0000     	9033.4237     	2636.30005    
1108.0000     	9025.2708     	2621.00000    
1109.0000     	9017.1326     	2622.50000    
1110.0000     	9009.0090     	2641.80005    
1111.0000     	9000.9001     	2619.39990    
1112.0000     	8992.8058     	2672.50000    
1113.0000     	8984.7260     	2667.00000    
1114.0000     	8976.6607     	2634.19995    
1115.0000     	8968.6099     	2629.60010    
1116.0000     	8960.5735     	2631.30005    
1117.0000     	8952.5515     	2597.50000    
1118.0000     	8944.5438     	2625.30005    
1119.0000     	8936.5505     	2641.60010    
1120.0000     	8928.5714     	2704.60010    
1121.0000     	8920.6066     	2643.89990    
1122.0000     	8912.6560     	2634.50000    
1123.0000     	8904.7195     	2628.00000    
1124.0000     	8896.7972     	2618.10010    
1125.0000     	8888.8889     	2603.00000    
1126.0000     	8880.9947     	2636.80005    
1127.0000     	8873.1145     	2689.39990    
1128.0000     	8865.2482     	2621.39990    
1129.0000     	8857.3959     	2627.69995    
1130.0000     	8849.5575     	2635.60010    
1131.0000     	8841.7330     	2639.30005    
1132.0000     	8833.9223     	2635.19995    
1133.0000     	8826.1253     	2658.30005    
1134.0000     	8818.3422     	2614.00000    
1135.0000     	8810.5727     	2638.80005    
1136.0000     	8802.8169     	2640.60010    
1137.0000     	8795.0748     	2641.00000    
