Unit Serial No : SM245-KSP200281-EU
Integration Time : 200 ms
Time Average: 5
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : 0068
Measurement No : 1
Measurement Time : 09/30/2022   15:00:10

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
664.0000      	15060.2410    	2717.00000    
665.0000      	15037.5940    	2736.60010    
666.0000      	15015.0150    	2745.00000    
667.0000      	14992.5037    	2708.39990    
668.0000      	14970.0599    	2807.19995    
669.0000      	14947.6831    	2727.19995    
670.0000      	14925.3731    	2679.00000    
671.0000      	14903.1297    	2687.80005    
672.0000      	14880.9524    	2706.60010    
673.0000      	14858.8410    	2673.60010    
674.0000      	14836.7953    	2696.19995    
675.0000      	14814.8148    	2756.39990    
676.0000      	14792.8994    	2676.39990    
677.0000      	14771.0487    	2664.39990    
678.0000      	14749.2625    	2667.19995    
679.0000      	14727.5405    	2690.00000    
680.0000      	14705.8824    	2736.00000    
681.0000      	14684.2878    	2695.00000    
682.0000      	14662.7566    	2631.80005    
683.0000      	14641.2884    	2818.80005    
684.0000      	14619.8830    	2651.39990    
685.0000      	14598.5401    	2664.60010    
686.0000      	14577.2595    	2618.00000    
687.0000      	14556.0408    	2637.39990    
688.0000      	14534.8837    	2657.80005    
689.0000      	14513.7881    	2632.00000    
690.0000      	14492.7536    	2673.39990    
691.0000      	14471.7800    	2633.80005    
692.0000      	14450.8671    	2639.19995    
693.0000      	14430.0144    	2628.19995    
694.0000      	14409.2219    	2696.39990    
695.0000      	14388.4892    	2696.19995    
696.0000      	14367.8161    	2609.19995    
697.0000      	14347.2023    	2599.60010    
698.0000      	14326.6476    	2636.80005    
699.0000      	14306.1516    	2615.00000    
700.0000      	14285.7143    	2635.60010    
701.0000      	14265.3352    	2669.80005    
702.0000      	14245.0142    	2587.80005    
703.0000      	14224.7511    	2602.00000    
704.0000      	14204.5455    	2654.19995    
705.0000      	14184.3972    	2615.60010    
706.0000      	14164.3059    	2606.80005    
707.0000      	14144.2716    	2659.39990    
708.0000      	14124.2938    	2670.39990    
709.0000      	14104.3724    	2639.60010    
710.0000      	14084.5070    	2602.80005    
711.0000      	14064.6976    	2596.19995    
712.0000      	14044.9438    	2618.39990    
713.0000      	14025.2454    	2578.19995    
714.0000      	14005.6022    	2623.39990    
715.0000      	13986.0140    	2591.80005    
716.0000      	13966.4804    	2612.19995    
717.0000      	13947.0014    	2628.19995    
718.0000      	13927.5766    	2617.80005    
719.0000      	13908.2058    	2577.00000    
720.0000      	13888.8889    	2606.39990    
721.0000      	13869.6255    	2602.60010    
722.0000      	13850.4155    	2604.39990    
723.0000      	13831.2586    	2631.00000    
724.0000      	13812.1547    	2612.39990    
725.0000      	13793.1034    	2638.60010    
726.0000      	13774.1047    	2606.19995    
727.0000      	13755.1582    	2572.39990    
728.0000      	13736.2637    	2598.00000    
729.0000      	13717.4211    	2657.60010    
730.0000      	13698.6301    	2603.19995    
731.0000      	13679.8906    	2580.00000    
732.0000      	13661.2022    	2610.80005    
733.0000      	13642.5648    	2625.00000    
734.0000      	13623.9782    	2644.60010    
735.0000      	13605.4422    	2597.80005    
736.0000      	13586.9565    	2646.00000    
737.0000      	13568.5210    	2561.00000    
738.0000      	13550.1355    	2604.39990    
739.0000      	13531.7997    	2596.19995    
740.0000      	13513.5135    	2618.39990    
741.0000      	13495.2767    	2626.60010    
742.0000      	13477.0889    	2621.19995    
743.0000      	13458.9502    	2586.39990    
744.0000      	13440.8602    	2601.00000    
745.0000      	13422.8188    	2639.60010    
746.0000      	13404.8257    	2661.00000    
747.0000      	13386.8809    	2600.00000    
748.0000      	13368.9840    	2606.00000    
749.0000      	13351.1348    	2601.19995    
750.0000      	13333.3333    	2638.39990    
751.0000      	13315.5792    	2586.00000    
752.0000      	13297.8723    	2587.00000    
753.0000      	13280.2125    	2584.60010    
754.0000      	13262.5995    	2582.19995    
755.0000      	13245.0331    	2587.80005    
756.0000      	13227.5132    	2584.60010    
757.0000      	13210.0396    	2628.80005    
758.0000      	13192.6121    	2603.60010    
759.0000      	13175.2306    	2609.39990    
760.0000      	13157.8947    	2630.00000    
761.0000      	13140.6045    	2591.39990    
762.0000      	13123.3596    	2612.39990    
763.0000      	13106.1599    	2574.60010    
764.0000      	13089.0052    	2672.19995    
765.0000      	13071.8954    	2588.00000    
766.0000      	13054.8303    	2571.80005    
767.0000      	13037.8096    	2593.00000    
768.0000      	13020.8333    	2559.19995    
769.0000      	13003.9012    	2614.19995    
770.0000      	12987.0130    	2604.39990    
771.0000      	12970.1686    	2675.19995    
772.0000      	12953.3679    	2595.19995    
773.0000      	12936.6106    	2630.60010    
774.0000      	12919.8966    	2598.19995    
775.0000      	12903.2258    	2573.60010    
776.0000      	12886.5979    	2564.00000    
777.0000      	12870.0129    	2581.39990    
778.0000      	12853.4704    	2653.39990    
779.0000      	12836.9705    	2605.39990    
780.0000      	12820.5128    	2602.39990    
781.0000      	12804.0973    	2590.80005    
782.0000      	12787.7238    	2591.60010    
783.0000      	12771.3921    	2627.39990    
784.0000      	12755.1020    	2559.60010    
785.0000      	12738.8535    	2566.39990    
786.0000      	12722.6463    	2602.19995    
787.0000      	12706.4803    	2604.60010    
788.0000      	12690.3553    	2622.80005    
789.0000      	12674.2712    	2594.60010    
790.0000      	12658.2278    	2583.00000    
791.0000      	12642.2250    	2572.00000    
792.0000      	12626.2626    	2612.39990    
793.0000      	12610.3405    	2588.39990    
794.0000      	12594.4584    	2803.19995    
795.0000      	12578.6164    	2588.60010    
796.0000      	12562.8141    	2601.39990    
797.0000      	12547.0514    	2614.19995    
798.0000      	12531.3283    	2591.60010    
799.0000      	12515.6446    	2597.00000    
800.0000      	12500.0000    	2572.80005    
801.0000      	12484.3945    	2589.60010    
802.0000      	12468.8279    	2575.80005    
803.0000      	12453.3001    	2602.60010    
804.0000      	12437.8109    	2576.19995    
805.0000      	12422.3602    	2589.39990    
806.0000      	12406.9479    	2589.39990    
807.0000      	12391.5737    	2593.80005    
808.0000      	12376.2376    	2617.39990    
809.0000      	12360.9394    	2596.00000    
810.0000      	12345.6790    	2617.80005    
811.0000      	12330.4562    	2665.39990    
812.0000      	12315.2709    	2592.19995    
813.0000      	12300.1230    	2591.60010    
814.0000      	12285.0123    	2577.00000    
815.0000      	12269.9387    	2612.00000    
816.0000      	12254.9020    	2586.39990    
817.0000      	12239.9021    	2602.39990    
818.0000      	12224.9389    	2591.00000    
819.0000      	12210.0122    	2582.60010    
820.0000      	12195.1220    	2582.19995    
821.0000      	12180.2680    	2615.80005    
822.0000      	12165.4501    	2603.80005    
823.0000      	12150.6683    	2610.19995    
824.0000      	12135.9223    	2610.00000    
825.0000      	12121.2121    	2582.19995    
826.0000      	12106.5375    	2585.80005    
827.0000      	12091.8984    	2636.19995    
828.0000      	12077.2947    	2588.00000    
829.0000      	12062.7262    	2584.60010    
830.0000      	12048.1928    	2604.39990    
831.0000      	12033.6943    	2611.80005    
832.0000      	12019.2308    	2569.19995    
833.0000      	12004.8019    	2811.80005    
834.0000      	11990.4077    	2588.19995    
835.0000      	11976.0479    	2587.39990    
836.0000      	11961.7225    	2588.00000    
837.0000      	11947.4313    	2605.19995    
838.0000      	11933.1742    	2618.60010    
839.0000      	11918.9511    	2599.60010    
840.0000      	11904.7619    	2598.39990    
841.0000      	11890.6064    	2578.80005    
842.0000      	11876.4846    	2557.60010    
843.0000      	11862.3962    	2638.00000    
844.0000      	11848.3412    	2570.00000    
845.0000      	11834.3195    	2625.19995    
846.0000      	11820.3310    	2576.60010    
847.0000      	11806.3754    	2590.19995    
848.0000      	11792.4528    	2592.19995    
849.0000      	11778.5630    	2639.60010    
850.0000      	11764.7059    	2611.80005    
851.0000      	11750.8813    	2607.80005    
852.0000      	11737.0892    	2632.00000    
853.0000      	11723.3294    	2594.00000    
854.0000      	11709.6019    	2648.39990    
855.0000      	11695.9064    	2614.80005    
856.0000      	11682.2430    	2591.19995    
857.0000      	11668.6114    	2597.60010    
858.0000      	11655.0117    	2608.00000    
859.0000      	11641.4435    	2569.39990    
860.0000      	11627.9070    	2567.60010    
861.0000      	11614.4019    	2607.19995    
862.0000      	11600.9281    	2587.19995    
863.0000      	11587.4855    	2607.60010    
864.0000      	11574.0741    	2636.19995    
865.0000      	11560.6936    	2604.00000    
866.0000      	11547.3441    	2565.19995    
867.0000      	11534.0254    	2610.00000    
868.0000      	11520.7373    	2621.00000    
869.0000      	11507.4799    	2586.60010    
870.0000      	11494.2529    	2589.39990    
871.0000      	11481.0563    	2620.39990    
872.0000      	11467.8899    	2598.19995    
873.0000      	11454.7537    	2598.80005    
874.0000      	11441.6476    	2602.00000    
875.0000      	11428.5714    	2615.80005    
876.0000      	11415.5251    	2590.39990    
877.0000      	11402.5086    	2610.60010    
878.0000      	11389.5216    	2623.60010    
879.0000      	11376.5643    	2599.60010    
880.0000      	11363.6364    	2600.80005    
881.0000      	11350.7378    	2596.00000    
882.0000      	11337.8685    	2603.39990    
883.0000      	11325.0283    	2575.19995    
884.0000      	11312.2172    	2584.80005    
885.0000      	11299.4350    	2563.60010    
886.0000      	11286.6817    	2586.19995    
887.0000      	11273.9572    	2598.60010    
888.0000      	11261.2613    	2606.19995    
889.0000      	11248.5939    	2590.39990    
890.0000      	11235.9551    	2582.80005    
891.0000      	11223.3446    	2634.60010    
892.0000      	11210.7623    	2605.80005    
893.0000      	11198.2083    	2622.80005    
894.0000      	11185.6823    	2578.19995    
895.0000      	11173.1844    	2590.60010    
896.0000      	11160.7143    	2575.60010    
897.0000      	11148.2720    	2593.00000    
898.0000      	11135.8575    	2572.39990    
899.0000      	11123.4705    	2586.19995    
900.0000      	11111.1111    	2603.19995    
901.0000      	11098.7791    	2581.00000    
902.0000      	11086.4745    	2635.39990    
903.0000      	11074.1971    	2591.19995    
904.0000      	11061.9469    	2577.80005    
905.0000      	11049.7238    	2583.19995    
906.0000      	11037.5276    	2584.39990    
907.0000      	11025.3583    	2597.39990    
908.0000      	11013.2159    	2575.80005    
909.0000      	11001.1001    	2592.80005    
910.0000      	10989.0110    	2586.39990    
911.0000      	10976.9484    	2651.19995    
912.0000      	10964.9123    	2593.60010    
913.0000      	10952.9025    	2587.80005    
914.0000      	10940.9190    	2603.39990    
915.0000      	10928.9617    	2619.19995    
916.0000      	10917.0306    	2596.80005    
917.0000      	10905.1254    	2604.00000    
918.0000      	10893.2462    	2606.39990    
919.0000      	10881.3928    	2588.19995    
920.0000      	10869.5652    	2594.19995    
921.0000      	10857.7633    	2700.80005    
922.0000      	10845.9870    	2581.39990    
923.0000      	10834.2362    	2589.19995    
924.0000      	10822.5108    	2606.80005    
925.0000      	10810.8108    	2604.00000    
926.0000      	10799.1361    	2608.80005    
927.0000      	10787.4865    	2584.00000    
928.0000      	10775.8621    	2605.80005    
929.0000      	10764.2626    	2612.19995    
930.0000      	10752.6882    	2588.00000    
931.0000      	10741.1386    	2573.00000    
932.0000      	10729.6137    	2604.80005    
933.0000      	10718.1136    	2633.00000    
934.0000      	10706.6381    	2582.39990    
935.0000      	10695.1872    	2589.00000    
936.0000      	10683.7607    	2589.39990    
937.0000      	10672.3586    	2601.80005    
938.0000      	10660.9808    	2662.00000    
939.0000      	10649.6273    	2596.00000    
940.0000      	10638.2979    	2595.80005    
941.0000      	10626.9926    	2603.00000    
942.0000      	10615.7113    	2596.80005    
943.0000      	10604.4539    	2621.80005    
944.0000      	10593.2203    	2583.60010    
945.0000      	10582.0106    	2580.39990    
946.0000      	10570.8245    	2558.80005    
947.0000      	10559.6621    	2602.60010    
948.0000      	10548.5232    	2608.00000    
949.0000      	10537.4078    	2596.60010    
950.0000      	10526.3158    	2617.80005    
951.0000      	10515.2471    	2598.19995    
952.0000      	10504.2017    	2629.60010    
953.0000      	10493.1794    	2636.19995    
954.0000      	10482.1803    	2732.39990    
955.0000      	10471.2042    	2601.60010    
956.0000      	10460.2510    	2590.00000    
957.0000      	10449.3208    	2596.00000    
958.0000      	10438.4134    	2606.00000    
959.0000      	10427.5287    	2604.80005    
960.0000      	10416.6667    	2598.19995    
961.0000      	10405.8273    	2598.00000    
962.0000      	10395.0104    	2602.39990    
963.0000      	10384.2160    	2623.39990    
964.0000      	10373.4440    	2564.00000    
965.0000      	10362.6943    	2595.60010    
966.0000      	10351.9669    	2584.00000    
967.0000      	10341.2616    	2581.39990    
968.0000      	10330.5785    	2581.00000    
969.0000      	10319.9174    	2565.00000    
970.0000      	10309.2784    	2595.00000    
971.0000      	10298.6612    	2605.19995    
972.0000      	10288.0658    	2571.60010    
973.0000      	10277.4923    	2570.80005    
974.0000      	10266.9405    	2596.00000    
975.0000      	10256.4103    	2587.39990    
976.0000      	10245.9016    	2599.80005    
977.0000      	10235.4145    	2584.39990    
978.0000      	10224.9489    	2565.19995    
979.0000      	10214.5046    	2596.60010    
980.0000      	10204.0816    	2628.39990    
981.0000      	10193.6799    	2587.60010    
982.0000      	10183.2994    	2581.60010    
983.0000      	10172.9400    	2612.60010    
984.0000      	10162.6016    	2607.39990    
985.0000      	10152.2843    	2659.00000    
986.0000      	10141.9878    	2609.60010    
987.0000      	10131.7123    	2576.39990    
988.0000      	10121.4575    	2558.39990    
989.0000      	10111.2235    	2580.60010    
990.0000      	10101.0101    	2606.60010    
991.0000      	10090.8174    	2597.60010    
992.0000      	10080.6452    	2594.80005    
993.0000      	10070.4935    	2587.60010    
994.0000      	10060.3622    	2625.39990    
995.0000      	10050.2513    	2582.19995    
996.0000      	10040.1606    	2678.80005    
997.0000      	10030.0903    	2559.60010    
998.0000      	10020.0401    	2614.60010    
999.0000      	10010.0100    	2590.00000    
1000.0000     	10000.0000    	2613.60010    
1001.0000     	9990.0100     	2590.19995    
1002.0000     	9980.0399     	2552.80005    
1003.0000     	9970.0897     	2604.80005    
1004.0000     	9960.1594     	2620.00000    
1005.0000     	9950.2488     	2588.39990    
1006.0000     	9940.3579     	2628.80005    
1007.0000     	9930.4866     	2588.19995    
1008.0000     	9920.6349     	2606.80005    
1009.0000     	9910.8028     	2610.80005    
1010.0000     	9900.9901     	2605.80005    
1011.0000     	9891.1968     	2595.60010    
1012.0000     	9881.4229     	2588.39990    
1013.0000     	9871.6683     	2671.00000    
1014.0000     	9861.9329     	2606.80005    
1015.0000     	9852.2167     	2595.19995    
1016.0000     	9842.5197     	2646.00000    
1017.0000     	9832.8417     	2612.80005    
1018.0000     	9823.1827     	2564.60010    
1019.0000     	9813.5427     	2580.60010    
1020.0000     	9803.9216     	2555.60010    
1021.0000     	9794.3193     	2636.00000    
1022.0000     	9784.7358     	2581.39990    
1023.0000     	9775.1711     	2569.80005    
1024.0000     	9765.6250     	2597.39990    
1025.0000     	9756.0976     	3061.39990    
1026.0000     	9746.5887     	2592.80005    
1027.0000     	9737.0983     	2570.39990    
1028.0000     	9727.6265     	2596.80005    
1029.0000     	9718.1730     	2606.39990    
1030.0000     	9708.7379     	2595.80005    
1031.0000     	9699.3210     	2619.19995    
1032.0000     	9689.9225     	2596.00000    
1033.0000     	9680.5421     	2608.00000    
1034.0000     	9671.1799     	2597.80005    
1035.0000     	9661.8357     	2633.19995    
1036.0000     	9652.5097     	2558.39990    
1037.0000     	9643.2015     	2603.19995    
1038.0000     	9633.9114     	2566.39990    
1039.0000     	9624.6391     	2616.39990    
1040.0000     	9615.3846     	2601.60010    
1041.0000     	9606.1479     	2588.39990    
1042.0000     	9596.9290     	2594.19995    
1043.0000     	9587.7277     	2601.80005    
1044.0000     	9578.5441     	2595.00000    
1045.0000     	9569.3780     	2578.19995    
1046.0000     	9560.2294     	2593.80005    
1047.0000     	9551.0984     	2646.80005    
1048.0000     	9541.9847     	2648.80005    
1049.0000     	9532.8885     	2617.19995    
1050.0000     	9523.8095     	2629.80005    
1051.0000     	9514.7479     	2625.60010    
1052.0000     	9505.7034     	2571.80005    
1053.0000     	9496.6762     	2564.19995    
1054.0000     	9487.6660     	2610.60010    
1055.0000     	9478.6730     	2604.39990    
1056.0000     	9469.6970     	2716.80005    
1057.0000     	9460.7379     	2630.80005    
1058.0000     	9451.7958     	2642.39990    
1059.0000     	9442.8706     	2571.00000    
1060.0000     	9433.9623     	2587.60010    
1061.0000     	9425.0707     	2592.80005    
1062.0000     	9416.1959     	2595.39990    
1063.0000     	9407.3377     	2626.00000    
1064.0000     	9398.4962     	2595.60010    
1065.0000     	9389.6714     	2572.80005    
1066.0000     	9380.8630     	2594.00000    
1067.0000     	9372.0712     	2586.19995    
1068.0000     	9363.2959     	2587.80005    
1069.0000     	9354.5370     	2608.39990    
1070.0000     	9345.7944     	2662.39990    
1071.0000     	9337.0682     	2636.00000    
1072.0000     	9328.3582     	2579.00000    
1073.0000     	9319.6645     	2582.80005    
1074.0000     	9310.9870     	2604.00000    
1075.0000     	9302.3256     	2601.60010    
1076.0000     	9293.6803     	2581.60010    
1077.0000     	9285.0511     	2577.80005    
1078.0000     	9276.4378     	2582.00000    
1079.0000     	9267.8406     	2586.80005    
1080.0000     	9259.2593     	2574.00000    
1081.0000     	9250.6938     	2674.19995    
1082.0000     	9242.1442     	2666.80005    
1083.0000     	9233.6103     	2611.60010    
1084.0000     	9225.0923     	2590.19995    
1085.0000     	9216.5899     	2632.80005    
1086.0000     	9208.1031     	2604.80005    
1087.0000     	9199.6320     	2628.00000    
1088.0000     	9191.1765     	2661.00000    
1089.0000     	9182.7365     	2581.39990    
1090.0000     	9174.3119     	2624.19995    
1091.0000     	9165.9028     	2597.60010    
1092.0000     	9157.5092     	2610.19995    
1093.0000     	9149.1308     	2625.19995    
1094.0000     	9140.7678     	2588.80005    
1095.0000     	9132.4201     	2556.60010    
1096.0000     	9124.0876     	2612.60010    
1097.0000     	9115.7703     	2576.00000    
1098.0000     	9107.4681     	2606.80005    
1099.0000     	9099.1811     	2609.80005    
1100.0000     	9090.9091     	2599.00000    
1101.0000     	9082.6521     	2592.39990    
1102.0000     	9074.4102     	2579.60010    
1103.0000     	9066.1831     	2614.60010    
1104.0000     	9057.9710     	2553.00000    
1105.0000     	9049.7738     	2601.00000    
1106.0000     	9041.5913     	2644.19995    
1107.0000     	9033.4237     	2595.80005    
1108.0000     	9025.2708     	2599.60010    
1109.0000     	9017.1326     	2590.00000    
1110.0000     	9009.0090     	2597.00000    
1111.0000     	9000.9001     	2601.39990    
1112.0000     	8992.8058     	2716.60010    
1113.0000     	8984.7260     	2654.00000    
1114.0000     	8976.6607     	2592.19995    
1115.0000     	8968.6099     	2612.80005    
1116.0000     	8960.5735     	2577.60010    
1117.0000     	8952.5515     	2607.00000    
1118.0000     	8944.5438     	2624.19995    
