Unit Serial No : SM245-KSP200281-EU
Integration Time : 100 ms
Time Average: 10
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : 0068
Measurement No : 1
Measurement Time : 12/09/2022   15:26:09

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
789.0000      	12674.2712    	3387.10010    
790.0000      	12658.2278    	3443.80005    
791.0000      	12642.2250    	3484.00000    
792.0000      	12626.2626    	3499.60010    
793.0000      	12610.3405    	3463.10010    
794.0000      	12594.4584    	3554.89990    
795.0000      	12578.6164    	3725.69995    
796.0000      	12562.8141    	3543.89990    
797.0000      	12547.0514    	3404.39990    
798.0000      	12531.3283    	3317.80005    
799.0000      	12515.6446    	3353.30005    
800.0000      	12500.0000    	3297.60010    
801.0000      	12484.3945    	3334.19995    
802.0000      	12468.8279    	3390.69995    
803.0000      	12453.3001    	3232.00000    
804.0000      	12437.8109    	3349.30005    
805.0000      	12422.3602    	3270.69995    
806.0000      	12406.9479    	3394.60010    
807.0000      	12391.5737    	3268.10010    
808.0000      	12376.2376    	3407.00000    
809.0000      	12360.9394    	3399.00000    
810.0000      	12345.6790    	3345.60010    
811.0000      	12330.4562    	3517.39990    
812.0000      	12315.2709    	3415.10010    
813.0000      	12300.1230    	3299.80005    
814.0000      	12285.0123    	3652.30005    
815.0000      	12269.9387    	4010.80005    
816.0000      	12254.9020    	3908.89990    
817.0000      	12239.9021    	3694.39990    
818.0000      	12224.9389    	3441.50000    
819.0000      	12210.0122    	3088.89990    
820.0000      	12195.1220    	2891.30005    
821.0000      	12180.2680    	2825.89990    
822.0000      	12165.4501    	2749.19995    
823.0000      	12150.6683    	2744.00000    
824.0000      	12135.9223    	2761.89990    
825.0000      	12121.2121    	2724.89990    
826.0000      	12106.5375    	2737.30005    
827.0000      	12091.8984    	2872.80005    
828.0000      	12077.2947    	2899.10010    
829.0000      	12062.7262    	2764.80005    
830.0000      	12048.1928    	2770.30005    
831.0000      	12033.6943    	3254.60010    
832.0000      	12019.2308    	2931.30005    
833.0000      	12004.8019    	2790.00000    
834.0000      	11990.4077    	2709.89990    
835.0000      	11976.0479    	2717.60010    
836.0000      	11961.7225    	2732.10010    
837.0000      	11947.4313    	2781.19995    
838.0000      	11933.1742    	3503.30005    
839.0000      	11918.9511    	3891.69995    
840.0000      	11904.7619    	2910.19995    
841.0000      	11890.6064    	2738.80005    
842.0000      	11876.4846    	2944.60010    
843.0000      	11862.3962    	3066.60010    
844.0000      	11848.3412    	2887.10010    
845.0000      	11834.3195    	2718.60010    
846.0000      	11820.3310    	2721.80005    
847.0000      	11806.3754    	2757.39990    
848.0000      	11792.4528    	2750.50000    
849.0000      	11778.5630    	2741.50000    
850.0000      	11764.7059    	3345.10010    
851.0000      	11750.8813    	3661.10010    
852.0000      	11737.0892    	2890.19995    
853.0000      	11723.3294    	2701.39990    
854.0000      	11709.6019    	2719.30005    
855.0000      	11695.9064    	2737.69995    
856.0000      	11682.2430    	2729.39990    
857.0000      	11668.6114    	2725.30005    
858.0000      	11655.0117    	2758.30005    
859.0000      	11641.4435    	2845.00000    
860.0000      	11627.9070    	3225.89990    
861.0000      	11614.4019    	2845.69995    
862.0000      	11600.9281    	2761.30005    
863.0000      	11587.4855    	2714.19995    
864.0000      	11574.0741    	2964.69995    
865.0000      	11560.6936    	3135.69995    
866.0000      	11547.3441    	3468.89990    
867.0000      	11534.0254    	3571.80005    
868.0000      	11520.7373    	2876.89990    
869.0000      	11507.4799    	3015.50000    
870.0000      	11494.2529    	2830.89990    
871.0000      	11481.0563    	2755.89990    
872.0000      	11467.8899    	2748.69995    
873.0000      	11454.7537    	2714.39990    
874.0000      	11441.6476    	2685.19995    
875.0000      	11428.5714    	2709.30005    
876.0000      	11415.5251    	2711.60010    
877.0000      	11402.5086    	2726.80005    
878.0000      	11389.5216    	3032.69995    
879.0000      	11376.5643    	3698.39990    
880.0000      	11363.6364    	3485.60010    
881.0000      	11350.7378    	2799.19995    
882.0000      	11337.8685    	2709.69995    
883.0000      	11325.0283    	2712.30005    
884.0000      	11312.2172    	2708.00000    
885.0000      	11299.4350    	2715.00000    
886.0000      	11286.6817    	2910.50000    
887.0000      	11273.9572    	3019.10010    
888.0000      	11261.2613    	2885.80005    
889.0000      	11248.5939    	2746.30005    
890.0000      	11235.9551    	2710.00000    
891.0000      	11223.3446    	2713.30005    
892.0000      	11210.7623    	2722.60010    
893.0000      	11198.2083    	2770.69995    
894.0000      	11185.6823    	2723.30005    
895.0000      	11173.1844    	2715.19995    
896.0000      	11160.7143    	2690.10010    
897.0000      	11148.2720    	2706.80005    
898.0000      	11135.8575    	2690.00000    
899.0000      	11123.4705    	2725.30005    
900.0000      	11111.1111    	2742.30005    
901.0000      	11098.7791    	2711.00000    
902.0000      	11086.4745    	2705.10010    
903.0000      	11074.1971    	2717.80005    
904.0000      	11061.9469    	2714.19995    
905.0000      	11049.7238    	2707.00000    
906.0000      	11037.5276    	2688.60010    
907.0000      	11025.3583    	2712.00000    
908.0000      	11013.2159    	2702.19995    
909.0000      	11001.1001    	2714.39990    
910.0000      	10989.0110    	2692.39990    
911.0000      	10976.9484    	2736.60010    
912.0000      	10964.9123    	2685.30005    
913.0000      	10952.9025    	2702.60010    
914.0000      	10940.9190    	2713.89990    
915.0000      	10928.9617    	2702.69995    
916.0000      	10917.0306    	2795.69995    
917.0000      	10905.1254    	2730.89990    
918.0000      	10893.2462    	2719.30005    
919.0000      	10881.3928    	2710.10010    
920.0000      	10869.5652    	2722.30005    
921.0000      	10857.7633    	2798.00000    
922.0000      	10845.9870    	2710.69995    
923.0000      	10834.2362    	2739.80005    
924.0000      	10822.5108    	2735.89990    
925.0000      	10810.8108    	2712.89990    
926.0000      	10799.1361    	2723.89990    
927.0000      	10787.4865    	2690.60010    
928.0000      	10775.8621    	2732.89990    
929.0000      	10764.2626    	2686.50000    
930.0000      	10752.6882    	2701.39990    
931.0000      	10741.1386    	2753.10010    
932.0000      	10729.6137    	2729.50000    
933.0000      	10718.1136    	2727.50000    
934.0000      	10706.6381    	2715.30005    
935.0000      	10695.1872    	2714.80005    
936.0000      	10683.7607    	2705.00000    
937.0000      	10672.3586    	2692.60010    
938.0000      	10660.9808    	2747.19995    
939.0000      	10649.6273    	2696.60010    
940.0000      	10638.2979    	2717.00000    
941.0000      	10626.9926    	2714.50000    
942.0000      	10615.7113    	2710.60010    
943.0000      	10604.4539    	2714.80005    
944.0000      	10593.2203    	2709.30005    
945.0000      	10582.0106    	2721.80005    
946.0000      	10570.8245    	2711.00000    
947.0000      	10559.6621    	2730.80005    
948.0000      	10548.5232    	2713.60010    
949.0000      	10537.4078    	2728.39990    
950.0000      	10526.3158    	2735.00000    
951.0000      	10515.2471    	2721.19995    
952.0000      	10504.2017    	2726.19995    
953.0000      	10493.1794    	2697.39990    
954.0000      	10482.1803    	2807.39990    
955.0000      	10471.2042    	2722.00000    
956.0000      	10460.2510    	2721.30005    
957.0000      	10449.3208    	2706.50000    
958.0000      	10438.4134    	2705.80005    
959.0000      	10427.5287    	2707.60010    
960.0000      	10416.6667    	2685.39990    
961.0000      	10405.8273    	2684.19995    
962.0000      	10395.0104    	2705.89990    
963.0000      	10384.2160    	2711.00000    
964.0000      	10373.4440    	2697.69995    
965.0000      	10362.6943    	2715.00000    
966.0000      	10351.9669    	2721.80005    
967.0000      	10341.2616    	2797.00000    
968.0000      	10330.5785    	2729.39990    
969.0000      	10319.9174    	2710.39990    
970.0000      	10309.2784    	2689.50000    
971.0000      	10298.6612    	2721.30005    
972.0000      	10288.0658    	2689.39990    
973.0000      	10277.4923    	2714.89990    
974.0000      	10266.9405    	2714.39990    
975.0000      	10256.4103    	2705.19995    
976.0000      	10245.9016    	2724.30005    
977.0000      	10235.4145    	2693.50000    
978.0000      	10224.9489    	2683.80005    
979.0000      	10214.5046    	2695.60010    
980.0000      	10204.0816    	2718.10010    
981.0000      	10193.6799    	2712.50000    
982.0000      	10183.2994    	2725.89990    
983.0000      	10172.9400    	2697.19995    
984.0000      	10162.6016    	2699.39990    
985.0000      	10152.2843    	2701.50000    
986.0000      	10141.9878    	2703.39990    
987.0000      	10131.7123    	2708.39990    
988.0000      	10121.4575    	2705.89990    
989.0000      	10111.2235    	2704.89990    
990.0000      	10101.0101    	2709.10010    
991.0000      	10090.8174    	2704.69995    
992.0000      	10080.6452    	2693.80005    
993.0000      	10070.4935    	2688.19995    
994.0000      	10060.3622    	2721.00000    
995.0000      	10050.2513    	2701.60010    
996.0000      	10040.1606    	2766.00000    
997.0000      	10030.0903    	2696.00000    
998.0000      	10020.0401    	2711.19995    
999.0000      	10010.0100    	2696.10010    
1000.0000     	10000.0000    	2702.39990    
1001.0000     	9990.0100     	2714.30005    
1002.0000     	9980.0399     	2702.19995    
1003.0000     	9970.0897     	2718.39990    
1004.0000     	9960.1594     	2713.00000    
1005.0000     	9950.2488     	2732.80005    
1006.0000     	9940.3579     	2738.89990    
1007.0000     	9930.4866     	2721.69995    
1008.0000     	9920.6349     	2708.80005    
1009.0000     	9910.8028     	2701.30005    
1010.0000     	9900.9901     	2716.80005    
1011.0000     	9891.1968     	2711.00000    
1012.0000     	9881.4229     	2702.69995    
1013.0000     	9871.6683     	2728.80005    
1014.0000     	9861.9329     	2695.19995    
1015.0000     	9852.2167     	2695.00000    
1016.0000     	9842.5197     	2697.19995    
1017.0000     	9832.8417     	2695.10010    
1018.0000     	9823.1827     	2720.19995    
1019.0000     	9813.5427     	2702.19995    
1020.0000     	9803.9216     	2717.60010    
1021.0000     	9794.3193     	2704.89990    
1022.0000     	9784.7358     	2729.89990    
1023.0000     	9775.1711     	2690.19995    
1024.0000     	9765.6250     	2702.39990    
1025.0000     	9756.0976     	2916.10010    
1026.0000     	9746.5887     	2718.10010    
1027.0000     	9737.0983     	2723.10010    
1028.0000     	9727.6265     	2693.19995    
1029.0000     	9718.1730     	2706.00000    
1030.0000     	9708.7379     	2710.50000    
1031.0000     	9699.3210     	2712.80005    
1032.0000     	9689.9225     	2695.30005    
1033.0000     	9680.5421     	2701.60010    
1034.0000     	9671.1799     	2709.10010    
1035.0000     	9661.8357     	2700.89990    
1036.0000     	9652.5097     	2700.30005    
1037.0000     	9643.2015     	2718.50000    
1038.0000     	9633.9114     	2689.89990    
1039.0000     	9624.6391     	2687.60010    
1040.0000     	9615.3846     	2713.69995    
1041.0000     	9606.1479     	2705.89990    
1042.0000     	9596.9290     	2714.10010    
1043.0000     	9587.7277     	2695.19995    
1044.0000     	9578.5441     	2718.89990    
1045.0000     	9569.3780     	2721.10010    
1046.0000     	9560.2294     	2716.89990    
1047.0000     	9551.0984     	2707.00000    
1048.0000     	9541.9847     	2725.39990    
1049.0000     	9532.8885     	2702.69995    
1050.0000     	9523.8095     	2720.10010    
1051.0000     	9514.7479     	2712.10010    
1052.0000     	9505.7034     	2696.00000    
1053.0000     	9496.6762     	2697.00000    
1054.0000     	9487.6660     	2718.19995    
1055.0000     	9478.6730     	2715.60010    
1056.0000     	9469.6970     	2775.39990    
1057.0000     	9460.7379     	2703.30005    
1058.0000     	9451.7958     	2725.00000    
1059.0000     	9442.8706     	2715.30005    
1060.0000     	9433.9623     	2698.89990    
1061.0000     	9425.0707     	2692.89990    
1062.0000     	9416.1959     	2689.30005    
1063.0000     	9407.3377     	2704.10010    
1064.0000     	9398.4962     	2711.39990    
1065.0000     	9389.6714     	2707.39990    
1066.0000     	9380.8630     	2705.39990    
1067.0000     	9372.0712     	2708.30005    
1068.0000     	9363.2959     	2712.10010    
1069.0000     	9354.5370     	2708.50000    
1070.0000     	9345.7944     	2752.60010    
1071.0000     	9337.0682     	2714.00000    
1072.0000     	9328.3582     	2713.80005    
1073.0000     	9319.6645     	2705.00000    
1074.0000     	9310.9870     	2701.60010    
1075.0000     	9302.3256     	2702.30005    
1076.0000     	9293.6803     	2724.89990    
1077.0000     	9285.0511     	2702.50000    
1078.0000     	9276.4378     	2697.10010    
1079.0000     	9267.8406     	2712.39990    
1080.0000     	9259.2593     	2705.19995    
1081.0000     	9250.6938     	2715.89990    
1082.0000     	9242.1442     	2747.10010    
1083.0000     	9233.6103     	2715.89990    
1084.0000     	9225.0923     	2706.50000    
1085.0000     	9216.5899     	2699.50000    
1086.0000     	9208.1031     	2701.89990    
1087.0000     	9199.6320     	2703.89990    
1088.0000     	9191.1765     	2753.50000    
1089.0000     	9182.7365     	2699.69995    
1090.0000     	9174.3119     	2708.39990    
1091.0000     	9165.9028     	2710.19995    
1092.0000     	9157.5092     	2711.10010    
1093.0000     	9149.1308     	2692.39990    
1094.0000     	9140.7678     	2700.50000    
1095.0000     	9132.4201     	2691.69995    
1096.0000     	9124.0876     	2735.19995    
1097.0000     	9115.7703     	2714.19995    
1098.0000     	9107.4681     	2687.89990    
1099.0000     	9099.1811     	2721.69995    
1100.0000     	9090.9091     	2726.19995    
1101.0000     	9082.6521     	2701.80005    
1102.0000     	9074.4102     	2728.30005    
1103.0000     	9066.1831     	2710.80005    
1104.0000     	9057.9710     	2699.10010    
1105.0000     	9049.7738     	2704.39990    
1106.0000     	9041.5913     	2717.60010    
1107.0000     	9033.4237     	2724.80005    
1108.0000     	9025.2708     	2710.00000    
1109.0000     	9017.1326     	2710.80005    
1110.0000     	9009.0090     	2699.50000    
1111.0000     	9000.9001     	2705.30005    
1112.0000     	8992.8058     	2766.39990    
1113.0000     	8984.7260     	2750.50000    
1114.0000     	8976.6607     	2705.89990    
1115.0000     	8968.6099     	2737.19995    
1116.0000     	8960.5735     	2703.80005    
1117.0000     	8952.5515     	2693.39990    
1118.0000     	8944.5438     	2696.39990    
1119.0000     	8936.5505     	2709.80005    
1120.0000     	8928.5714     	2781.39990    
1121.0000     	8920.6066     	2729.80005    
1122.0000     	8912.6560     	2704.69995    
1123.0000     	8904.7195     	2723.50000    
1124.0000     	8896.7972     	2732.80005    
1125.0000     	8888.8889     	2704.80005    
1126.0000     	8880.9947     	2726.89990    
1127.0000     	8873.1145     	2757.69995    
1128.0000     	8865.2482     	2708.00000    
1129.0000     	8857.3959     	2719.69995    
1130.0000     	8849.5575     	2711.80005    
1131.0000     	8841.7330     	2710.19995    
1132.0000     	8833.9223     	2732.19995    
1133.0000     	8826.1253     	2708.50000    
1134.0000     	8818.3422     	2725.89990    
1135.0000     	8810.5727     	2724.30005    
1136.0000     	8802.8169     	2738.19995    
1137.0000     	8795.0748     	2694.69995    
