Unit Serial No : SM245-KSP200281-EU
Integration Time : 100 ms
Time Average: 10
Binning Average: 0
FFT Smoothing: 0%
Project Name : Project Name
Sample Name : 0068
Measurement No : 1
Measurement Time : 12/09/2022   15:33:39

Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
796.0000      	12562.8141    	2735.50000    
797.0000      	12547.0514    	2663.80005    
798.0000      	12531.3283    	2644.30005    
799.0000      	12515.6446    	2623.00000    
800.0000      	12500.0000    	2632.10010    
801.0000      	12484.3945    	2628.39990    
802.0000      	12468.8279    	2629.00000    
803.0000      	12453.3001    	2621.50000    
804.0000      	12437.8109    	2610.30005    
805.0000      	12422.3602    	2614.80005    
806.0000      	12406.9479    	2604.69995    
807.0000      	12391.5737    	2628.89990    
808.0000      	12376.2376    	2616.89990    
809.0000      	12360.9394    	2635.69995    
810.0000      	12345.6790    	2651.60010    
811.0000      	12330.4562    	2659.60010    
812.0000      	12315.2709    	2608.60010    
813.0000      	12300.1230    	2647.69995    
814.0000      	12285.0123    	2693.60010    
815.0000      	12269.9387    	2693.10010    
816.0000      	12254.9020    	2705.30005    
817.0000      	12239.9021    	2635.80005    
818.0000      	12224.9389    	2630.50000    
819.0000      	12210.0122    	2639.39990    
820.0000      	12195.1220    	2628.50000    
821.0000      	12180.2680    	2644.80005    
822.0000      	12165.4501    	2622.69995    
823.0000      	12150.6683    	2640.00000    
824.0000      	12135.9223    	2635.89990    
825.0000      	12121.2121    	2624.89990    
826.0000      	12106.5375    	2645.00000    
827.0000      	12091.8984    	2651.10010    
828.0000      	12077.2947    	2654.69995    
829.0000      	12062.7262    	2680.00000    
830.0000      	12048.1928    	2658.30005    
831.0000      	12033.6943    	2667.50000    
832.0000      	12019.2308    	2787.39990    
833.0000      	12004.8019    	2760.19995    
834.0000      	11990.4077    	2626.30005    
835.0000      	11976.0479    	2630.10010    
836.0000      	11961.7225    	2641.19995    
837.0000      	11947.4313    	2669.50000    
838.0000      	11933.1742    	2778.60010    
839.0000      	11918.9511    	2843.80005    
840.0000      	11904.7619    	2850.10010    
841.0000      	11890.6064    	2658.80005    
842.0000      	11876.4846    	2687.69995    
843.0000      	11862.3962    	2717.89990    
844.0000      	11848.3412    	2734.89990    
845.0000      	11834.3195    	2660.60010    
846.0000      	11820.3310    	2631.69995    
847.0000      	11806.3754    	2642.60010    
848.0000      	11792.4528    	2636.19995    
849.0000      	11778.5630    	2648.19995    
850.0000      	11764.7059    	2760.50000    
851.0000      	11750.8813    	2853.80005    
852.0000      	11737.0892    	2754.10010    
853.0000      	11723.3294    	2640.50000    
854.0000      	11709.6019    	2634.80005    
855.0000      	11695.9064    	2633.69995    
856.0000      	11682.2430    	2643.60010    
857.0000      	11668.6114    	2630.89990    
858.0000      	11655.0117    	2631.00000    
859.0000      	11641.4435    	2688.00000    
860.0000      	11627.9070    	2687.30005    
861.0000      	11614.4019    	2714.69995    
862.0000      	11600.9281    	2650.00000    
863.0000      	11587.4855    	2628.00000    
864.0000      	11574.0741    	2722.50000    
865.0000      	11560.6936    	2703.89990    
866.0000      	11547.3441    	2798.50000    
867.0000      	11534.0254    	2828.60010    
868.0000      	11520.7373    	2755.80005    
869.0000      	11507.4799    	2644.80005    
870.0000      	11494.2529    	2695.19995    
871.0000      	11481.0563    	2671.89990    
872.0000      	11467.8899    	2646.69995    
873.0000      	11454.7537    	2644.69995    
874.0000      	11441.6476    	2633.69995    
875.0000      	11428.5714    	2630.19995    
876.0000      	11415.5251    	2632.80005    
877.0000      	11402.5086    	2618.80005    
878.0000      	11389.5216    	2735.39990    
879.0000      	11376.5643    	2772.19995    
880.0000      	11363.6364    	2825.10010    
881.0000      	11350.7378    	2666.89990    
882.0000      	11337.8685    	2637.69995    
883.0000      	11325.0283    	2634.00000    
884.0000      	11312.2172    	2611.10010    
885.0000      	11299.4350    	2599.19995    
886.0000      	11286.6817    	2634.30005    
887.0000      	11273.9572    	2707.69995    
888.0000      	11261.2613    	2689.00000    
889.0000      	11248.5939    	2627.30005    
890.0000      	11235.9551    	2636.19995    
891.0000      	11223.3446    	2640.00000    
892.0000      	11210.7623    	2658.80005    
893.0000      	11198.2083    	2658.69995    
894.0000      	11185.6823    	2654.19995    
895.0000      	11173.1844    	2640.19995    
896.0000      	11160.7143    	2642.69995    
897.0000      	11148.2720    	2650.50000    
898.0000      	11135.8575    	2621.19995    
899.0000      	11123.4705    	2625.69995    
900.0000      	11111.1111    	2666.00000    
901.0000      	11098.7791    	2625.80005    
902.0000      	11086.4745    	2628.60010    
903.0000      	11074.1971    	2641.89990    
904.0000      	11061.9469    	2630.10010    
905.0000      	11049.7238    	2613.39990    
906.0000      	11037.5276    	2622.50000    
907.0000      	11025.3583    	2630.00000    
908.0000      	11013.2159    	2624.10010    
909.0000      	11001.1001    	2614.69995    
910.0000      	10989.0110    	2641.00000    
911.0000      	10976.9484    	2642.69995    
912.0000      	10964.9123    	2622.39990    
913.0000      	10952.9025    	2653.60010    
914.0000      	10940.9190    	2638.50000    
915.0000      	10928.9617    	2626.19995    
916.0000      	10917.0306    	2648.19995    
917.0000      	10905.1254    	2647.30005    
918.0000      	10893.2462    	2631.39990    
919.0000      	10881.3928    	2612.00000    
920.0000      	10869.5652    	2624.69995    
921.0000      	10857.7633    	2689.80005    
922.0000      	10845.9870    	2655.60010    
923.0000      	10834.2362    	2648.10010    
924.0000      	10822.5108    	2614.60010    
925.0000      	10810.8108    	2628.50000    
926.0000      	10799.1361    	2634.00000    
927.0000      	10787.4865    	2632.60010    
928.0000      	10775.8621    	2621.39990    
929.0000      	10764.2626    	2648.30005    
930.0000      	10752.6882    	2646.00000    
931.0000      	10741.1386    	2626.19995    
932.0000      	10729.6137    	2661.80005    
933.0000      	10718.1136    	2655.50000    
934.0000      	10706.6381    	2634.30005    
935.0000      	10695.1872    	2636.00000    
936.0000      	10683.7607    	2630.10010    
937.0000      	10672.3586    	2633.19995    
938.0000      	10660.9808    	2669.10010    
939.0000      	10649.6273    	2629.60010    
940.0000      	10638.2979    	2643.30005    
941.0000      	10626.9926    	2615.19995    
942.0000      	10615.7113    	2613.00000    
943.0000      	10604.4539    	2627.39990    
944.0000      	10593.2203    	2636.80005    
945.0000      	10582.0106    	2642.19995    
946.0000      	10570.8245    	2645.89990    
947.0000      	10559.6621    	2637.50000    
948.0000      	10548.5232    	2623.39990    
949.0000      	10537.4078    	2634.89990    
950.0000      	10526.3158    	2601.50000    
951.0000      	10515.2471    	2617.30005    
952.0000      	10504.2017    	2629.50000    
953.0000      	10493.1794    	2610.80005    
954.0000      	10482.1803    	2692.10010    
955.0000      	10471.2042    	2626.50000    
956.0000      	10460.2510    	2635.00000    
957.0000      	10449.3208    	2637.19995    
958.0000      	10438.4134    	2633.60010    
959.0000      	10427.5287    	2621.69995    
960.0000      	10416.6667    	2634.19995    
961.0000      	10405.8273    	2639.50000    
962.0000      	10395.0104    	2643.00000    
963.0000      	10384.2160    	2649.80005    
964.0000      	10373.4440    	2599.00000    
965.0000      	10362.6943    	2637.69995    
966.0000      	10351.9669    	2611.30005    
967.0000      	10341.2616    	2642.80005    
968.0000      	10330.5785    	2640.89990    
969.0000      	10319.9174    	2631.39990    
970.0000      	10309.2784    	2607.60010    
971.0000      	10298.6612    	2628.69995    
972.0000      	10288.0658    	2625.00000    
973.0000      	10277.4923    	2638.19995    
974.0000      	10266.9405    	2625.80005    
975.0000      	10256.4103    	2627.50000    
976.0000      	10245.9016    	2635.50000    
977.0000      	10235.4145    	2635.60010    
978.0000      	10224.9489    	2629.69995    
979.0000      	10214.5046    	2637.10010    
980.0000      	10204.0816    	2637.50000    
981.0000      	10193.6799    	2648.69995    
982.0000      	10183.2994    	2637.39990    
983.0000      	10172.9400    	2619.39990    
984.0000      	10162.6016    	2637.39990    
985.0000      	10152.2843    	2650.10010    
986.0000      	10141.9878    	2648.10010    
987.0000      	10131.7123    	2614.30005    
988.0000      	10121.4575    	2645.30005    
989.0000      	10111.2235    	2635.50000    
990.0000      	10101.0101    	2657.10010    
991.0000      	10090.8174    	2628.00000    
992.0000      	10080.6452    	2632.60010    
993.0000      	10070.4935    	2646.50000    
994.0000      	10060.3622    	2654.00000    
995.0000      	10050.2513    	2633.30005    
996.0000      	10040.1606    	2693.39990    
997.0000      	10030.0903    	2611.30005    
998.0000      	10020.0401    	2643.80005    
999.0000      	10010.0100    	2627.30005    
1000.0000     	10000.0000    	2637.30005    
1001.0000     	9990.0100     	2641.50000    
1002.0000     	9980.0399     	2628.69995    
1003.0000     	9970.0897     	2626.50000    
1004.0000     	9960.1594     	2630.80005    
1005.0000     	9950.2488     	2605.00000    
1006.0000     	9940.3579     	2632.39990    
1007.0000     	9930.4866     	2636.10010    
1008.0000     	9920.6349     	2621.19995    
1009.0000     	9910.8028     	2665.39990    
1010.0000     	9900.9901     	2622.00000    
1011.0000     	9891.1968     	2609.80005    
1012.0000     	9881.4229     	2635.80005    
1013.0000     	9871.6683     	2669.80005    
1014.0000     	9861.9329     	2610.89990    
1015.0000     	9852.2167     	2615.00000    
1016.0000     	9842.5197     	2660.00000    
1017.0000     	9832.8417     	2630.80005    
1018.0000     	9823.1827     	2634.89990    
1019.0000     	9813.5427     	2632.30005    
1020.0000     	9803.9216     	2640.89990    
1021.0000     	9794.3193     	2643.39990    
1022.0000     	9784.7358     	2637.00000    
1023.0000     	9775.1711     	2608.89990    
1024.0000     	9765.6250     	2654.39990    
1025.0000     	9756.0976     	2870.00000    
1026.0000     	9746.5887     	2627.10010    
1027.0000     	9737.0983     	2619.69995    
1028.0000     	9727.6265     	2624.30005    
1029.0000     	9718.1730     	2656.50000    
1030.0000     	9708.7379     	2638.19995    
1031.0000     	9699.3210     	2630.50000    
1032.0000     	9689.9225     	2647.80005    
1033.0000     	9680.5421     	2635.50000    
1034.0000     	9671.1799     	2635.39990    
1035.0000     	9661.8357     	2636.19995    
1036.0000     	9652.5097     	2638.30005    
1037.0000     	9643.2015     	2649.80005    
1038.0000     	9633.9114     	2638.50000    
1039.0000     	9624.6391     	2625.50000    
1040.0000     	9615.3846     	2627.80005    
1041.0000     	9606.1479     	2645.00000    
1042.0000     	9596.9290     	2652.19995    
1043.0000     	9587.7277     	2643.19995    
1044.0000     	9578.5441     	2621.39990    
1045.0000     	9569.3780     	2633.39990    
1046.0000     	9560.2294     	2634.39990    
1047.0000     	9551.0984     	2647.89990    
1048.0000     	9541.9847     	2621.19995    
1049.0000     	9532.8885     	2603.00000    
1050.0000     	9523.8095     	2642.80005    
1051.0000     	9514.7479     	2621.00000    
1052.0000     	9505.7034     	2611.69995    
1053.0000     	9496.6762     	2627.00000    
1054.0000     	9487.6660     	2650.19995    
1055.0000     	9478.6730     	2645.69995    
1056.0000     	9469.6970     	2665.00000    
1057.0000     	9460.7379     	2650.60010    
1058.0000     	9451.7958     	2639.60010    
1059.0000     	9442.8706     	2645.39990    
1060.0000     	9433.9623     	2625.19995    
1061.0000     	9425.0707     	2626.30005    
1062.0000     	9416.1959     	2641.69995    
1063.0000     	9407.3377     	2628.19995    
1064.0000     	9398.4962     	2632.19995    
1065.0000     	9389.6714     	2621.69995    
1066.0000     	9380.8630     	2632.39990    
1067.0000     	9372.0712     	2639.50000    
1068.0000     	9363.2959     	2650.60010    
1069.0000     	9354.5370     	2635.69995    
1070.0000     	9345.7944     	2676.19995    
1071.0000     	9337.0682     	2647.10010    
1072.0000     	9328.3582     	2636.39990    
1073.0000     	9319.6645     	2619.69995    
1074.0000     	9310.9870     	2637.39990    
1075.0000     	9302.3256     	2634.19995    
1076.0000     	9293.6803     	2638.80005    
1077.0000     	9285.0511     	2635.50000    
1078.0000     	9276.4378     	2615.19995    
1079.0000     	9267.8406     	2628.60010    
1080.0000     	9259.2593     	2631.30005    
1081.0000     	9250.6938     	2669.50000    
1082.0000     	9242.1442     	2660.30005    
1083.0000     	9233.6103     	2624.19995    
1084.0000     	9225.0923     	2620.10010    
1085.0000     	9216.5899     	2633.19995    
1086.0000     	9208.1031     	2641.39990    
1087.0000     	9199.6320     	2640.19995    
1088.0000     	9191.1765     	2669.19995    
1089.0000     	9182.7365     	2622.00000    
1090.0000     	9174.3119     	2652.89990    
1091.0000     	9165.9028     	2624.50000    
1092.0000     	9157.5092     	2625.60010    
1093.0000     	9149.1308     	2639.60010    
1094.0000     	9140.7678     	2629.39990    
1095.0000     	9132.4201     	2628.50000    
1096.0000     	9124.0876     	2655.50000    
1097.0000     	9115.7703     	2627.30005    
1098.0000     	9107.4681     	2632.89990    
1099.0000     	9099.1811     	2646.60010    
1100.0000     	9090.9091     	2631.10010    
1101.0000     	9082.6521     	2613.60010    
1102.0000     	9074.4102     	2643.69995    
1103.0000     	9066.1831     	2637.39990    
1104.0000     	9057.9710     	2634.39990    
1105.0000     	9049.7738     	2642.00000    
1106.0000     	9041.5913     	2631.30005    
1107.0000     	9033.4237     	2632.10010    
1108.0000     	9025.2708     	2626.89990    
1109.0000     	9017.1326     	2643.19995    
1110.0000     	9009.0090     	2663.50000    
1111.0000     	9000.9001     	2616.19995    
1112.0000     	8992.8058     	2669.60010    
1113.0000     	8984.7260     	2667.19995    
1114.0000     	8976.6607     	2624.50000    
1115.0000     	8968.6099     	2648.80005    
1116.0000     	8960.5735     	2626.39990    
1117.0000     	8952.5515     	2627.19995    
1118.0000     	8944.5438     	2653.50000    
1119.0000     	8936.5505     	2638.39990    
1120.0000     	8928.5714     	2714.30005    
1121.0000     	8920.6066     	2663.19995    
1122.0000     	8912.6560     	2619.60010    
1123.0000     	8904.7195     	2624.30005    
1124.0000     	8896.7972     	2621.89990    
1125.0000     	8888.8889     	2629.10010    
1126.0000     	8880.9947     	2640.50000    
1127.0000     	8873.1145     	2662.00000    
1128.0000     	8865.2482     	2638.80005    
1129.0000     	8857.3959     	2637.89990    
1130.0000     	8849.5575     	2635.89990    
1131.0000     	8841.7330     	2648.89990    
1132.0000     	8833.9223     	2646.69995    
1133.0000     	8826.1253     	2641.69995    
1134.0000     	8818.3422     	2644.39990    
1135.0000     	8810.5727     	2641.00000    
1136.0000     	8802.8169     	2632.50000    
1137.0000     	8795.0748     	2628.69995    
