[C:\Users\Physics-Lab\Desktop\Programs\Hyun\R-Tmeasurement-4pt_325.exe 1 1 221125_cl.dat 1e-2 30 300 3 ]

Time(sec)	Temperature(K)	     Resistance(Ohm)	    Current(A)  TempError(K)	ResError(Ohm)	CurrError(A)
4719.831	83.011	7.00E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4722.235	82.891	6.84E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4724.632	82.771	6.87E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4727.032	82.65	6.36E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4729.433	82.532	6.50E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4731.833	82.412	6.12E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4734.237	82.291	7.01E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4736.637	82.171	5.66E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4739.036	82.051	5.17E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4741.435	81.928	5.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4743.838	81.809	3.91E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4746.244	81.69	6.38E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4748.643	81.568	4.28E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4751.037	81.449	5.38E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4753.44	81.33	6.26E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4755.845	81.207	4.94E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4758.242	81.085	5.37E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4760.639	80.965	5.08E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4763.039	80.844	5.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4765.439	80.722	4.84E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4767.84	80.602	4.59E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4770.244	80.479	4.78E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4772.642	80.36	3.79E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4775.042	80.237	5.15E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4777.442	80.116	4.95E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4779.844	79.993	4.96E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4782.247	79.871	4.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4784.645	79.749	4.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4787.044	79.625	4.94E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4789.448	79.503	4.89E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4791.851	79.382	4.63E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4794.249	79.262	4.88E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4796.647	79.139	4.65E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4799.05	79.016	5.31E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4801.446	78.896	4.95E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4803.846	78.771	5.04E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4806.251	78.649	4.86E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4808.648	78.525	5.18E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4811.049	78.404	4.67E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4813.449	78.279	4.59E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4815.849	78.157	5.44E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4818.253	78.033	4.47E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4820.65	77.907	4.45E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4823.05	77.779	4.27E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4825.452	77.651	4.42E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4827.852	77.522	4.28E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4830.257	77.398	4.01E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4832.652	77.268	4.53E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4835.055	77.139	4.42E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4837.454	77.011	3.94E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4839.857	76.885	5.13E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4842.264	76.756	3.76E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4844.656	76.631	4.54E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4847.057	76.502	5.04E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4849.459	76.375	4.32E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4851.856	76.246	4.41E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4854.26	76.116	4.41E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4856.656	75.99	4.37E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4859.058	75.863	4.06E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4861.458	75.737	4.20E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4863.858	75.613	4.34E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4866.262	75.487	4.38E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4868.659	75.363	4.13E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4871.06	75.235	5.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4873.46	75.108	4.73E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4875.861	74.983	4.72E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4878.267	74.858	4.27E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4880.663	74.73	4.81E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4883.062	74.603	4.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4885.464	74.476	4.26E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4887.867	74.35	4.46E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4890.272	74.224	4.58E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4892.663	74.099	4.79E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4895.067	73.97	4.91E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4897.469	73.838	4.67E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4899.865	73.706	1.45E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4902.269	73.575	6.16E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4904.666	73.443	5.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4907.066	73.312	4.97E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4909.466	73.181	5.20E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4911.867	73.05	4.89E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4914.27	72.92	5.22E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4916.668	72.789	4.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4919.068	72.658	5.41E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4921.469	72.526	5.26E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4923.869	72.395	4.90E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4926.273	72.263	4.97E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4928.673	72.131	5.10E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4931.071	72.002	4.37E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4933.474	71.869	4.57E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4935.874	71.737	4.53E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4938.279	71.605	4.81E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4940.678	71.475	4.86E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4943.074	71.345	5.69E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4945.475	71.211	5.47E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4947.878	71.078	5.17E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4950.278	70.945	4.83E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4952.675	70.815	5.43E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4955.076	70.681	4.56E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4957.477	70.55	4.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4959.876	70.419	5.12E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4962.279	70.286	5.49E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4964.677	70.154	5.73E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4967.077	70.023	5.56E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4969.478	69.889	5.59E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4971.878	69.761	5.18E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4974.282	69.629	5.56E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4976.68	69.499	5.28E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4979.079	69.37	5.69E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4981.482	69.239	5.54E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4983.882	69.109	4.84E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4986.288	68.98	4.84E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4988.687	68.849	5.16E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4991.083	68.722	5.65E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4993.484	68.592	5.79E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4995.886	68.464	5.43E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
4998.287	68.332	5.25E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5000.684	68.204	5.41E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5003.084	68.075	5.18E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5005.485	67.947	5.78E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5007.885	67.808	5.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5010.289	67.674	5.00E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5012.685	67.541	5.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5015.086	67.406	5.80E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5017.487	67.271	6.13E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5019.887	67.136	6.03E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5022.291	67.002	5.42E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5024.688	66.876	6.06E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5027.091	66.752	5.83E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5029.489	66.626	6.46E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5031.891	66.501	5.65E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5034.296	66.376	5.86E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5036.694	66.251	6.35E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5039.097	66.127	5.96E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5041.493	66.005	6.56E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5043.893	65.882	6.46E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5046.3	65.757	5.92E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5048.692	65.634	6.18E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5051.094	65.511	6.05E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5053.494	65.386	6.05E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5055.893	65.264	6.02E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5058.298	65.142	5.98E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5060.695	65.02	5.84E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5063.095	64.898	6.04E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5065.495	64.776	6.14E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5067.895	64.654	5.99E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5070.3	64.531	6.28E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5072.696	64.412	6.67E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5075.099	64.29	5.70E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5077.499	64.167	6.22E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5079.9	64.045	5.76E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5082.303	63.924	5.85E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5084.702	63.803	6.18E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5087.105	63.683	6.00E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5089.508	63.564	5.79E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5091.902	63.445	6.62E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5094.308	63.323	6.29E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5096.701	63.203	5.69E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5099.101	63.082	5.62E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5101.501	62.96	6.07E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5103.903	62.833	5.64E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5106.307	62.706	5.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5108.704	62.577	5.52E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5111.104	62.45	6.75E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5113.504	62.323	6.55E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5115.904	62.196	6.43E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5118.308	62.067	7.41E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5120.706	61.947	6.23E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5123.107	61.826	7.10E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5125.507	61.706	6.38E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5127.909	61.586	5.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5130.312	61.465	6.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5132.711	61.348	6.08E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5135.113	61.228	6.28E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5137.516	61.109	5.77E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5139.911	60.988	5.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5142.317	60.871	5.64E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5144.715	60.75	4.89E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5147.111	60.632	5.47E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5149.511	60.511	5.60E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5151.912	60.389	5.68E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5154.315	60.271	5.88E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5156.713	60.149	5.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5159.113	60.029	6.57E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5161.513	59.901	5.34E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5163.914	59.774	5.76E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5166.318	59.645	5.65E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5168.714	59.515	5.15E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5171.114	59.389	5.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5173.517	59.261	6.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5175.919	59.129	4.87E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5178.321	59.003	6.42E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5180.717	58.874	5.29E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5183.12	58.745	6.30E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5185.522	58.617	5.87E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5187.925	58.488	5.64E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5190.322	58.363	5.74E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5192.722	58.233	6.00E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5195.12	58.105	5.27E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5197.52	57.976	5.97E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5199.92	57.849	5.74E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5202.324	57.719	5.49E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5204.721	57.593	5.35E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5207.121	57.462	6.21E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5209.523	57.333	5.68E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5211.923	57.205	6.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5214.326	57.076	6.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5216.723	56.947	5.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5219.124	56.82	5.91E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5221.526	56.69	5.61E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5223.925	56.563	5.46E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5226.331	56.434	6.04E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5228.728	56.307	6.91E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5231.13	56.179	6.15E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5233.532	56.048	5.91E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5235.928	55.923	5.51E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5238.333	55.793	5.59E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5240.732	55.663	5.60E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5243.128	55.534	6.59E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5245.529	55.405	6.67E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5247.93	55.277	5.35E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5250.333	55.148	6.12E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5252.73	55.018	5.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5255.13	54.897	6.00E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5257.531	54.775	5.93E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5259.931	54.655	6.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5262.336	54.535	5.45E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5264.733	54.415	5.44E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5267.135	54.294	6.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5269.533	54.173	5.93E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5271.936	54.053	5.71E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5274.338	53.929	4.88E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5276.737	53.801	5.81E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5279.141	53.673	5.42E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5281.544	53.547	5.37E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5283.938	53.418	5.31E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5286.344	53.29	5.98E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5288.737	53.164	5.20E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5291.137	53.033	4.87E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5293.538	52.905	6.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5295.939	52.775	5.69E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5298.343	52.643	-3.36E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5300.74	52.514	2.48E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5303.139	52.381	6.94E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5305.541	52.25	8.80E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5307.94	52.12	4.64E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5310.344	51.987	5.14E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5312.741	51.852	5.70E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5315.144	51.718	5.68E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5317.544	51.584	5.82E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5319.946	51.448	4.47E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5322.349	51.313	3.09E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5324.748	51.176	2.30E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5327.151	51.041	5.06E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5329.553	50.905	5.26E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5331.948	50.768	9.62E-06	1.00E-02	0	0.00000000e+000   0.0000e+000	
5334.354	50.629	4.80E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5336.747	50.487	5.05E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5339.148	50.346	4.46E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5341.548	50.204	5.04E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5343.948	50.061	2.36E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5346.352	49.92	2.81E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5348.749	49.778	5.86E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5351.149	49.638	6.45E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5353.55	49.498	5.90E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
5355.95	49.36	4.11E-04	1.00E-02	0	0.00000000e+000   0.0000e+000	
