Pixel	Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
697  	451.8336      	22132.0436    	2733    
698  	452.3103      	22108.7174    	2727    
699  	452.7870      	22085.4374    	2607    
700  	453.2639      	22062.2033    	2680    
701  	453.7408      	22039.0151    	2667    
702  	454.2177      	22015.8742    	2658    
703  	454.6947      	21992.7803    	2655    
704  	455.1717      	21969.7303    	2747    
705  	455.6488      	21946.7272    	2763    
706  	456.1259      	21923.7707    	2779    
707  	456.6031      	21900.8593    	2747    
708  	457.0803      	21877.9928    	2746    
709  	457.5576      	21855.1711    	2781    
710  	458.0349      	21832.3955    	2710    
711  	458.5123      	21809.6644    	2700    
712  	458.9897      	21786.9791    	2687    
713  	459.4672      	21764.3381    	2750    
714  	459.9447      	21741.7426    	2701    
715  	460.4223      	21719.1897    	2741    
716  	460.9000      	21696.6821    	2737    
717  	461.3776      	21674.2197    	2666    
718  	461.8553      	21651.8009    	2672    
719  	462.3331      	21629.4255    	2674    
720  	462.8109      	21607.0949    	2735    
721  	463.2888      	21584.8076    	2767    
722  	463.7668      	21562.5633    	2750    
723  	464.2447      	21540.3634    	2712    
724  	464.7227      	21518.2064    	2735    
725  	465.2008      	21496.0935    	2661    
726  	465.6790      	21474.0217    	2731    
727  	466.1571      	21451.9953    	2767    
728  	466.6353      	21430.0097    	2726    
729  	467.1136      	21408.0678    	2757    
730  	467.5919      	21386.1694    	2677    
731  	468.0703      	21364.3130    	2701    
732  	468.5487      	21342.4984    	2616    
733  	469.0272      	21320.7255    	2701    
734  	469.5057      	21298.9956    	2705    
735  	469.9843      	21277.3072    	2691    
736  	470.4629      	21255.6616    	2682    
737  	470.9416      	21234.0572    	2730    
738  	471.4203      	21212.4953    	2768    
739  	471.8990      	21190.9730    	2648    
740  	472.3779      	21169.4930    	2637    
741  	472.8567      	21148.0552    	2718    
742  	473.3356      	21126.6580    	2700    
743  	473.8146      	21105.3013    	2699    
744  	474.2936      	21083.9864    	2754    
745  	474.7727      	21062.7118    	2723    
746  	475.2518      	21041.4787    	2648    
747  	475.7310      	21020.2844    	2678    
748  	476.2101      	20999.1327    	2658    
749  	476.6894      	20978.0195    	2734    
750  	477.1687      	20956.9474    	2731    
751  	477.6481      	20935.9162    	2702    
752  	478.1275      	20914.9232    	2686    
753  	478.6069      	20893.9723    	2694    
754  	479.0865      	20873.0593    	2699    
755  	479.5660      	20852.1868    	2728    
756  	480.0456      	20831.3533    	2727    
757  	480.5253      	20810.5601    	2671    
758  	481.0050      	20789.8058    	2756    
759  	481.4847      	20769.0915    	2731    
760  	481.9645      	20748.4145    	2629    
761  	482.4444      	20727.7786    	2669    
762  	482.9243      	20707.1798    	2665    
763  	483.4042      	20686.6206    	2696    
764  	483.8842      	20666.1008    	2707    
765  	484.3643      	20645.6179    	2793    
766  	484.8444      	20625.1755    	2724    
767  	485.3245      	20604.7696    	2788    
768  	485.8047      	20584.4028    	2707    
769  	486.2850      	20564.0736    	2691    
770  	486.7653      	20543.7833    	2641    
771  	487.2456      	20523.5304    	2695    
772  	487.7260      	20503.3161    	2731    
773  	488.2064      	20483.1390    	2739    
774  	488.6869      	20462.9991    	2717    
775  	489.1674      	20442.8974    	2667    
776  	489.6480      	20422.8327    	2743    
777  	490.1287      	20402.8047    	2733    
778  	490.6094      	20382.8147    	2730    
779  	491.0901      	20362.8614    	2710    
780  	491.5709      	20342.9458    	2691    
781  	492.0517      	20323.0666    	2707    
782  	492.5326      	20303.2236    	2755    
783  	493.0135      	20283.4182    	2707    
784  	493.4945      	20263.6488    	2704    
785  	493.9756      	20243.9167    	2624    
786  	494.4566      	20224.2205    	2720    
787  	494.9378      	20204.5601    	2666    
788  	495.4189      	20184.9366    	2751    
789  	495.9002      	20165.3487    	2703    
790  	496.3814      	20145.7976    	2754    
791  	496.8628      	20126.2819    	2706    
792  	497.3441      	20106.8014    	2737    
793  	497.8256      	20087.3574    	2746    
794  	498.3070      	20067.9486    	2704    
795  	498.7885      	20048.5759    	2725    
796  	499.2701      	20029.2382    	2670    
797  	499.7517      	20009.9354    	2716    
798  	500.2334      	19990.6684    	2737    
799  	500.7151      	19971.4361    	2765    
800  	501.1969      	19952.2384    	2816    
801  	501.6787      	19933.0763    	2717    
802  	502.1606      	19913.9497    	2714    
803  	502.6425      	19894.8562    	2636    
804  	503.1245      	19875.7981    	2738    
805  	503.6064      	19856.7753    	2641    
806  	504.0885      	19837.7864    	2742    
807  	504.5706      	19818.8314    	2708    
808  	505.0528      	19799.9114    	2745    
809  	505.5350      	19781.0251    	2733    
810  	506.0172      	19762.1736    	2656    
811  	506.4995      	19743.3545    	2718    
812  	506.9819      	19724.5711    	2766    
813  	507.4643      	19705.8211    	2735    
814  	507.9467      	19687.1043    	2725    
815  	508.4292      	19668.4207    	2684    
816  	508.9118      	19649.7714    	2707    
817  	509.3943      	19631.1562    	2706    
818  	509.8770      	19612.5727    	2648    
819  	510.3597      	19594.0232    	2678    
820  	510.8424      	19575.5076    	2747    
821  	511.3252      	19557.0246    	2635    
822  	511.8081      	19538.5741    	2710    
823  	512.2910      	19520.1573    	2690    
824  	512.7739      	19501.7740    	2671    
825  	513.2569      	19483.4206    	2648    
826  	513.7399      	19465.1018    	2739    
827  	514.2230      	19446.8173    	2738    
828  	514.7061      	19428.5626    	2719    
829  	515.1893      	19410.3421    	2794    
830  	515.6725      	19392.1512    	2717    
831  	516.1558      	19373.9944    	2714    
832  	516.6391      	19355.8715    	2730    
833  	517.1225      	19337.7779    	2713    
834  	517.6059      	19319.7181    	2695    
835  	518.0894      	19301.6897    	2791    
836  	518.5729      	19283.6927    	2717    
837  	519.0565      	19265.7270    	2793    
838  	519.5401      	19247.7924    	2768    
839  	520.0237      	19229.8912    	2795    
840  	520.5074      	19212.0210    	2726    
841  	520.9912      	19194.1818    	2726    
842  	521.4750      	19176.3734    	2741    
843  	521.9589      	19158.5980    	2762    
844  	522.4428      	19140.8510    	2721    
845  	522.9268      	19123.1369    	2778    
846  	523.4108      	19105.4534    	2762    
847  	523.8948      	19087.8003    	2715    
848  	524.3789      	19070.1798    	2736    
849  	524.8630      	19052.5895    	2754    
850  	525.3472      	19035.0295    	2750    
851  	525.8315      	19017.4996    	2838    
852  	526.3158      	18999.9998    	2774    
853  	526.8001      	18982.5321    	2751    
854  	527.2845      	18965.0921    	2776    
855  	527.7690      	18947.6842    	2786    
856  	528.2535      	18930.3060    	2794    
857  	528.7380      	18912.9596    	2842    
858  	529.2226      	18895.6407    	2844    
859  	529.7072      	18878.3534    	2942    
860  	530.1919      	18861.0956    	3031    
861  	530.6766      	18843.8671    	3240    
862  	531.1614      	18826.6701    	3518    
863  	531.6462      	18809.5001    	4071    
864  	532.1311      	18792.3614    	5839    
865  	532.6160      	18775.2517    	35412   
866  	533.1010      	18758.1711    	65384   
867  	533.5860      	18741.1214    	40514   
868  	534.0711      	18724.0985    	7000    
869  	534.5562      	18707.1065    	3371    
870  	535.0414      	18690.1431    	3070    
871  	535.5266      	18673.2105    	2916    
872  	536.0118      	18656.3043    	2890    
873  	536.4971      	18639.4286    	2787    
874  	536.9825      	18622.5814    	2836    
875  	537.4679      	18605.7625    	2759    
876  	537.9534      	18588.9718    	2799    
877  	538.4388      	18572.2114    	2783    
878  	538.9244      	18555.4770    	2686    
879  	539.4100      	18538.7727    	2816    
880  	539.8956      	18522.0984    	2756    
881  	540.3813      	18505.4500    	2671    
882  	540.8671      	18488.8314    	2755    
883  	541.3529      	18472.2385    	2707    
884  	541.8387      	18455.6754    	2709    
885  	542.3246      	18439.1419    	2723    
886  	542.8105      	18422.6339    	2713    
887  	543.2965      	18406.1555    	2706    
888  	543.7825      	18389.7044    	2822    
889  	544.2686      	18373.2806    	2783    
890  	544.7548      	18356.8841    	2756    
891  	545.2409      	18340.5168    	2706    
892  	545.7272      	18324.1746    	2687    
893  	546.2134      	18307.8615    	2754    
894  	546.6998      	18291.5753    	2758    
895  	547.1861      	18275.3182    	2735    
896  	547.6725      	18259.0858    	2670    
897  	548.1590      	18242.8822    	2727    
898  	548.6455      	18226.7053    	2742    
899  	549.1321      	18210.5551    	2671    
900  	549.6187      	18194.4335    	2717    
901  	550.1053      	18178.3363    	2696    
902  	550.5920      	18162.2676    	2721    
903  	551.0788      	18146.2253    	2766    
904  	551.5656      	18130.2093    	2740    
905  	552.0524      	18114.2215    	2695    
906  	552.5393      	18098.2599    	2708    
907  	553.0262      	18082.3245    	2739    
908  	553.5132      	18066.4150    	2695    
909  	554.0003      	18050.5316    	2722    
910  	554.4874      	18034.6760    	2783    
911  	554.9745      	18018.8443    	2731    
912  	555.4617      	18003.0404    	2727    
913  	555.9489      	17987.2642    	2748    
914  	556.4362      	17971.5117    	2693    
915  	556.9235      	17955.7867    	2691    
916  	557.4109      	17940.0873    	2695    
917  	557.8983      	17924.4133    	2680    
918  	558.3858      	17908.7648    	2733    
919  	558.8733      	17893.1435    	2640    
920  	559.3609      	17877.5456    	2735    
921  	559.8485      	17861.9748    	2719    
922  	560.3362      	17846.4292    	2712    
923  	560.8239      	17830.9106    	2695    
924  	561.3116      	17815.4152    	2730    
925  	561.7994      	17799.9466    	2648    
926  	562.2873      	17784.5029    	2683    
927  	562.7751      	17769.0860    	2683    
928  	563.2631      	17753.6920    	2683    
929  	563.7511      	17738.3246    	2735    
930  	564.2391      	17722.9819    	2674    
931  	564.7272      	17707.6638    	2718    
932  	565.2154      	17692.3702    	2733    
933  	565.7036      	17677.1031    	2685    
934  	566.1918      	17661.8603    	2692    
935  	566.6801      	17646.6419    	2666    
936  	567.1684      	17631.4479    	2652    
937  	567.6568      	17616.2780    	2709    
938  	568.1452      	17601.1343    	2667    
939  	568.6337      	17586.0147    	2751    
940  	569.1222      	17570.9191    	2700    
941  	569.6108      	17555.8476    	2642    
942  	570.0994      	17540.8018    	2694    
943  	570.5880      	17525.7800    	2671    
944  	571.0768      	17510.7802    	2744    
945  	571.5655      	17495.8079    	2745    
946  	572.0543      	17480.8574    	2712    
947  	572.5432      	17465.9324    	2719    
948  	573.0320      	17451.0311    	2693    
949  	573.5210      	17436.1533    	2675    
950  	574.0100      	17421.2990    	2719    
951  	574.4990      	17406.4700    	2746    
952  	574.9882      	17391.6625    	2700    
953  	575.4773      	17376.8802    	2771    
954  	575.9664      	17362.1230    	2705    
955  	576.4557      	17347.3871    	2723    
956  	576.9449      	17332.6763    	2729    
957  	577.4343      	17317.9867    	2640    
958  	577.9236      	17303.3239    	2729    
959  	578.4131      	17288.6822    	2786    
960  	578.9026      	17274.0634    	2698    
961  	579.3921      	17259.4693    	2827    
962  	579.8817      	17244.8981    	2644    
963  	580.3713      	17230.3496    	2754    
964  	580.8609      	17215.8257    	2726    
965  	581.3506      	17201.3226    	2657    
966  	581.8404      	17186.8439    	2705    
967  	582.3302      	17172.3878    	2722    
968  	582.8200      	17157.9559    	2711    
969  	583.3099      	17143.5448    	2686    
970  	583.7999      	17129.1578    	2700    
971  	584.2899      	17114.7931    	2692    
972  	584.7799      	17100.4507    	2693    
973  	585.2700      	17086.1324    	2706    
974  	585.7601      	17071.8345    	2725    
975  	586.2503      	17057.5604    	2662    
976  	586.7405      	17043.3102    	2653    
977  	587.2308      	17029.0803    	2740    
978  	587.7211      	17014.8723    	2798    
979  	588.2115      	17000.6881    	2731    
980  	588.7019      	16986.5257    	2694    
981  	589.1923      	16972.3868    	2653    
982  	589.6829      	16958.2680    	2689    
983  	590.1734      	16944.1727    	2665    
984  	590.6640      	16930.0990    	2687    
985  	591.1547      	16916.0469    	2693    
986  	591.6454      	16902.0164    	2663    
987  	592.1361      	16888.0091    	2674    
988  	592.6269      	16874.0233    	2746    
989  	593.1177      	16860.0589    	2675    
990  	593.6086      	16846.1159    	2747    
991  	594.0995      	16832.1959    	2686    
992  	594.5906      	16818.2955    	2663    
993  	595.0816      	16804.4180    	2689    
994  	595.5727      	16790.5616    	2680    
995  	596.0638      	16776.7281    	2650    
996  	596.5549      	16762.9157    	2750    
997  	597.0462      	16749.1225    	2733    
998  	597.5374      	16735.3537    	2699    
999  	598.0287      	16721.6042    	2737    
1000 	598.5201      	16707.8772    	2699    
1001 	599.0115      	16694.1693    	2695    
1002 	599.5030      	16680.4839    	2659    
1003 	599.9944      	16666.8210    	2703    
1004 	600.4860      	16653.1770    	2743    
1005 	600.9776      	16639.5553    	2736    
1006 	601.4692      	16625.9542    	2819    
1007 	601.9609      	16612.3736    	2703    
1008 	602.4527      	16598.8135    	2742    
1009 	602.9445      	16585.2756    	2725    
1010 	603.4363      	16571.7580    	2721    
1011 	603.9282      	16558.2608    	2758    
1012 	604.4201      	16544.7839    	2682    
1013 	604.9120      	16531.3289    	2706    
1014 	605.4041      	16517.8940    	2746    
1015 	605.8961      	16504.4794    	2778    
1016 	606.3882      	16491.0849    	2757    
1017 	606.8804      	16477.7120    	2704    
1018 	607.3726      	16464.3576    	2725    
1019 	607.8649      	16451.0248    	2731    
1020 	608.3572      	16437.7119    	2730    
1021 	608.8495      	16424.4205    	2738    
1022 	609.3419      	16411.1490    	2757    
1023 	609.8344      	16397.8956    	2735    
1024 	610.3268      	16384.6652    	2710    
1025 	610.8193      	16371.4529    	2723    
1026 	611.3120      	16358.2603    	2711    
1027 	611.8046      	16345.0889    	2762    
1028 	612.2972      	16331.9371    	2681    
1029 	612.7899      	16318.8064    	2618    
1030 	613.2827      	16305.6935    	2670    
1031 	613.7755      	16292.6018    	2680    
1032 	614.2684      	16279.5294    	2670    
1033 	614.7613      	16266.4763    	2680    
1034 	615.2542      	16253.4442    	2721    
1035 	615.7473      	16240.4297    	2716    
1036 	616.2403      	16227.4361    	2704    
1037 	616.7334      	16214.4616    	2724    
1038 	617.2265      	16201.5078    	2687    
1039 	617.7197      	16188.5716    	2710    
1040 	618.2130      	16175.6559    	2774    
1041 	618.7062      	16162.7593    	2676    
1042 	619.1995      	16149.8832    	2725    
1043 	619.6929      	16137.0245    	2746    
1044 	620.1863      	16124.1862    	2683    
1045 	620.6798      	16111.3667    	2694    
1046 	621.1733      	16098.5660    	2726    
1047 	621.6669      	16085.7856    	2751    
1048 	622.1605      	16073.0240    	2689    
1049 	622.6541      	16060.2809    	2732    
1050 	623.1478      	16047.5566    	2724    
1051 	623.6416      	16034.8507    	2741    
1052 	624.1354      	16022.1650    	2739    
1053 	624.6292      	16009.4978    	2702    
1054 	625.1231      	15996.8491    	2623    
1055 	625.6171      	15984.2187    	2668    
1056 	626.1110      	15971.6083    	2709    
1057 	626.6050      	15959.0162    	2699    
1058 	627.0991      	15946.4424    	2673    
1059 	627.5933      	15933.8868    	2698    
1060 	628.0874      	15921.3510    	2772    
1061 	628.5816      	15908.8334    	2639    
1062 	629.0759      	15896.3339    	2634    
1063 	629.5702      	15883.8524    	2711    
1064 	630.0645      	15871.3906    	2661    
1065 	630.5590      	15858.9452    	2646    
1066 	631.0534      	15846.5193    	2722    
1067 	631.5479      	15834.1129    	2731    
1068 	632.0424      	15821.7229    	2679    
1069 	632.5370      	15809.3522    	2735    
1070 	633.0316      	15796.9993    	2671    
1071 	633.5263      	15784.6642    	2663    
1072 	634.0210      	15772.3483    	2711    
1073 	634.5158      	15760.0486    	2692    
1074 	635.0106      	15747.7681    	2648    
1075 	635.5055      	15735.5052    	2608    
1076 	636.0004      	15723.2614    	2761    
1077 	636.4953      	15711.0351    	2702    
1078 	636.9904      	15698.8248    	2743    
1079 	637.4854      	15686.6350    	2775    
1080 	637.9805      	15674.4610    	2704    
1081 	638.4756      	15662.3060    	2662    
1082 	638.9708      	15650.1668    	2713    
1083 	639.4660      	15638.0479    	2737    
1084 	639.9613      	15625.9448    	2733    
1085 	640.4567      	15613.8589    	2761    
1086 	640.9520      	15601.7917    	2723    
1087 	641.4474      	15589.7416    	2640    
1088 	641.9429      	15577.7102    	2672    
1089 	642.4384      	15565.6943    	2674    
1090 	642.9340      	15553.6970    	2700    
1091 	643.4296      	15541.7167    	2723    
1092 	643.9252      	15529.7533    	2779    
1093 	644.4209      	15517.8084    	2758    
1094 	644.9166      	15505.8803    	2719    
1095 	645.4124      	15493.9691    	2645    
1096 	645.9083      	15482.0747    	2690    
1097 	646.4042      	15470.1971    	2713    
1098 	646.9001      	15458.3377    	2640    
1099 	647.3961      	15446.4951    	2669    
1100 	647.8921      	15434.6691    	2651    
1101 	648.3881      	15422.8612    	2729    
1102 	648.8842      	15411.0699    	2846    
1103 	649.3804      	15399.2952    	2748    
1104 	649.8766      	15387.5370    	2735    
1105 	650.3729      	15375.7953    	2676    
1106 	650.8691      	15364.0715    	2699    
1107 	651.3655      	15352.3641    	2691    
1108 	651.8619      	15340.6731    	2686    
1109 	652.3583      	15328.9985    	2652    
1110 	652.8548      	15317.3417    	2741    
1111 	653.3513      	15305.7011    	2738    
1112 	653.8479      	15294.0768    	2739    
1113 	654.3445      	15282.4701    	2719    
1114 	654.8412      	15270.8782    	2651    
1115 	655.3379      	15259.3039    	2711    
1116 	655.8347      	15247.7456    	2725    
1117 	656.3314      	15236.2049    	2703    
1118 	656.8283      	15224.6788    	2737    
1119 	657.3252      	15213.1701    	2744    
1120 	657.8221      	15201.6774    	2703    
1121 	658.3191      	15190.2020    	2693    
1122 	658.8162      	15178.7412    	2701    
1123 	659.3132      	15167.2976    	2703    
1124 	659.8104      	15155.8699    	2646    
1125 	660.3075      	15144.4593    	2736    
1126 	660.8047      	15133.0632    	2735    
1127 	661.3020      	15121.6841    	2716    
1128 	661.7993      	15110.3208    	2686    
1129 	662.2966      	15098.9746    	2734    
1130 	662.7941      	15087.6426    	2760    
1131 	663.2915      	15076.3276    	2744    
1132 	663.7890      	15065.0282    	2699    
1133 	664.2865      	15053.7457    	2656    
1134 	664.7841      	15042.4773    	2681    
1135 	665.2817      	15031.2258    	2742    
1136 	665.7794      	15019.9897    	2679    
1137 	666.2771      	15008.7704    	2741    
1138 	666.7749      	14997.5651    	2740    
1139 	667.2727      	14986.3765    	2691    
1140 	667.7706      	14975.2033    	2671    
1141 	668.2684      	14964.0466    	2716    
1142 	668.7664      	14952.9039    	2751    
1143 	669.2644      	14941.7778    	2727    
1144 	669.7625      	14930.6668    	2648    
1145 	670.2605      	14919.5724    	2715    
1146 	670.7587      	14908.4917    	2712    
1147 	671.2568      	14897.4274    	2754    
1148 	671.7551      	14886.3782    	2714    
1149 	672.2533      	14875.3454    	2695    
1150 	672.7516      	14864.3263    	2681    
1151 	673.2500      	14853.3234    	2739    
1152 	673.7484      	14842.3355    	2715    
1153 	674.2469      	14831.3625    	2719    
1154 	674.7454      	14820.4057    	2724    
1155 	675.2439      	14809.4637    	2738    
1156 	675.7425      	14798.5366    	2721    
1157 	676.2411      	14787.6255    	2621    
1158 	676.7398      	14776.7279    	2693    
1159 	677.2385      	14765.8463    	2596    
1160 	677.7373      	14754.9794    	2683    
1161 	678.2361      	14744.1285    	2724    
1162 	678.7350      	14733.2909    	2740    
1163 	679.2339      	14722.4692    	2618    
1164 	679.7328      	14711.6621    	2743    
1165 	680.2318      	14700.8708    	2728    
1166 	680.7309      	14690.0928    	2755    
1167 	681.2300      	14679.3305    	2741    
1168 	681.7291      	14668.5826    	2726    
1169 	682.2283      	14657.8505    	2735    
1170 	682.7275      	14647.1314    	2734    
1171 	683.2268      	14636.4281    	2803    
1172 	683.7261      	14625.7403    	2681    
1173 	684.2255      	14615.0655    	2795    
1174 	684.7249      	14604.4064    	2727    
1175 	685.2243      	14593.7614    	2688    
1176 	685.7238      	14583.1307    	2701    
1177 	686.2234      	14572.5141    	2699    
1178 	686.7230      	14561.9130    	2720    
1179 	687.2226      	14551.3260    	2753    
1180 	687.7223      	14540.7531    	2805    
1181 	688.2220      	14530.1955    	2712    
1182 	688.7218      	14519.6507    	2641    
1183 	689.2216      	14509.1212    	2638    
1184 	689.7214      	14498.6070    	2780    
1185 	690.2214      	14488.1054    	2761    
1186 	690.7213      	14477.6190    	2712    
1187 	691.2213      	14467.1465    	2703    
1188 	691.7214      	14456.6879    	2689    
1189 	692.2214      	14446.2443    	2723    
1190 	692.7216      	14435.8146    	2729    
1191 	693.2217      	14425.3987    	2704    
1192 	693.7220      	14414.9965    	2713    
1193 	694.2222      	14404.6093    	2678    
1194 	694.7226      	14394.2346    	2666    
1195 	695.2230      	14383.8747    	2734    
1196 	695.7233      	14373.5298    	2755    
1197 	696.2238      	14363.1973    	2744    
1198 	696.7243      	14352.8795    	2682    
1199 	697.2249      	14342.5754    	2795    
1200 	697.7254      	14332.2860    	2688    
1201 	698.2261      	14322.0088    	2762    
1202 	698.7267      	14311.7464    	2702    
1203 	699.2275      	14301.4975    	2680    
1204 	699.7282      	14291.2632    	2758    
1205 	700.2290      	14281.0423    	2720    
1206 	700.7299      	14270.8335    	2709    
1207 	701.2308      	14260.6405    	2730    
1208 	701.7318      	14250.4597    	2646    
1209 	702.2327      	14240.2933    	2760    
1210 	702.7338      	14230.1402    	2683    
1211 	703.2349      	14220.0003    	2691    
1212 	703.7360      	14209.8737    	2656    
1213 	704.2372      	14199.7615    	2692    
1214 	704.7384      	14189.6624    	2738    
1215 	705.2396      	14179.5776    	2714    
1216 	705.7410      	14169.5048    	2721    
1217 	706.2423      	14159.4462    	2676    
1218 	706.7437      	14149.4007    	2769    
1219 	707.2452      	14139.3682    	2699    
1220 	707.7466      	14129.3500    	2659    
1221 	708.2482      	14119.3447    	2725    
1222 	708.7498      	14109.3523    	2792    
1223 	709.2514      	14099.3729    	2695    
1224 	709.7531      	14089.4075    	2747    
1225 	710.2548      	14079.4551    	2648    
1226 	710.7565      	14069.5155    	2729    
1227 	711.2584      	14059.5887    	2738    
1228 	711.7602      	14049.6759    	2621    
1229 	712.2621      	14039.7758    	2720    
1230 	712.7640      	14029.8885    	2723    
1231 	713.2660      	14020.0151    	2704    
1232 	713.7681      	14010.1533    	2755    
1233 	714.2701      	14000.3052    	2712    
1234 	714.7722      	13990.4710    	2698    
1235 	715.2744      	13980.6483    	2786    
1236 	715.7766      	13970.8393    	2735    
1237 	716.2789      	13961.0429    	2667    
1238 	716.7812      	13951.2590    	2712    
1239 	717.2835      	13941.4888    	2690    
1240 	717.7859      	13931.7311    	2715    
1241 	718.2883      	13921.9859    	2719    
1242 	718.7908      	13912.2531    	2737    
1243 	719.2933      	13902.5339    	2737    
1244 	719.7959      	13892.8271    	2755    
1245 	720.2985      	13883.1327    	2773    
1246 	720.8012      	13873.4507    	2715    
1247 	721.3039      	13863.7821    	2735    
1248 	721.8066      	13854.1258    	2698    
1249 	722.3094      	13844.4818    	2671    
1250 	722.8123      	13834.8512    	2692    
1251 	723.3151      	13825.2328    	2631    
1252 	723.8181      	13815.6267    	2793    
1253 	724.3210      	13806.0327    	2648    
1254 	724.8240      	13796.4520    	2660    
1255 	725.3271      	13786.8823    	2688    
1256 	725.8302      	13777.3270    	2760    
1257 	726.3334      	13767.7826    	2809    
1258 	726.8365      	13758.2515    	2707    
1259 	727.3398      	13748.7312    	2728    
1260 	727.8431      	13739.2252    	2650    
1261 	728.3464      	13729.7301    	2656    
1262 	728.8498      	13720.2481    	2747    
1263 	729.3532      	13710.7781    	2726    
1264 	729.8567      	13701.3199    	2742    
1265 	730.3602      	13691.8748    	2765    
1266 	730.8638      	13682.4404    	2775    
1267 	731.3674      	13673.0191    	2698    
1268 	731.8710      	13663.6106    	2695    
1269 	732.3747      	13654.2129    	2667    
1270 	732.8784      	13644.8281    	2649    
1271 	733.3822      	13635.4550    	2701    
1272 	733.8860      	13626.0948    	2722    
1273 	734.3899      	13616.7451    	2716    
1274 	734.8938      	13607.4083    	2717    
1275 	735.3977      	13598.0843    	2720    
1276 	735.9017      	13588.7708    	2687    
1277 	736.4058      	13579.4701    	2689    
1278 	736.9099      	13570.1809    	2675    
1279 	737.4140      	13560.9033    	2677    
1280 	737.9182      	13551.6385    	2703    
1281 	738.4224      	13542.3851    	2707    
1282 	738.9266      	13533.1432    	2754    
1283 	739.4310      	13523.9129    	2695    
1284 	739.9353      	13514.6951    	2735    
1285 	740.4397      	13505.4887    	2702    
1286 	740.9442      	13496.2938    	2729    
1287 	741.4487      	13487.1103    	2708    
1288 	741.9532      	13477.9393    	2734    
1289 	742.4578      	13468.7796    	2603    
1290 	742.9624      	13459.6313    	2673    
1291 	743.4670      	13450.4954    	2718    
1292 	743.9717      	13441.3708    	2743    
1293 	744.4765      	13432.2574    	2671    
1294 	744.9813      	13423.1553    	2751    
1295 	745.4861      	13414.0655    	2701    
1296 	745.9910      	13404.9870    	2745    
1297 	746.4960      	13395.9196    	2823    
1298 	747.0010      	13386.8634    	2742    
1299 	747.5060      	13377.8194    	2677    
1300 	748.0110      	13368.7865    	2702    
1301 	748.5161      	13359.7658    	2683    
1302 	749.0213      	13350.7552    	2643    
1303 	749.5265      	13341.7566    	2671    
1304 	750.0317      	13332.7691    	2637    
1305 	750.5370      	13323.7926    	2694    
1306 	751.0424      	13314.8282    	2668    
1307 	751.5477      	13305.8748    	2578    
1308 	752.0532      	13296.9323    	2654    
1309 	752.5586      	13288.0019    	2667    
1310 	753.0641      	13279.0823    	2609    
1311 	753.5696      	13270.1737    	2600    
1312 	754.0753      	13261.2759    	2710    
1313 	754.5809      	13252.3889    	2628    
1314 	755.0866      	13243.5139    	2618    
1315 	755.5923      	13234.6497    	2725    
1316 	756.0981      	13225.7973    	2692    
1317 	756.6039      	13216.9557    	2713    
1318 	757.1097      	13208.1249    	2672    
1319 	757.6157      	13199.3047    	2670    
1320 	758.1216      	13190.4953    	2722    
1321 	758.6276      	13181.6977    	2690    
1322 	759.1337      	13172.9107    	2676    
1323 	759.6397      	13164.1354    	2687    
1324 	760.1459      	13155.3697    	2719    
1325 	760.6520      	13146.6157    	2680    
1326 	761.1583      	13137.8722    	2718    
1327 	761.6645      	13129.1404    	2699    
1328 	762.1708      	13120.4191    	2692    
1329 	762.6771      	13111.7083    	2706    
1330 	763.1835      	13103.0081    	2687    
1331 	763.6900      	13094.3183    	2637    
1332 	764.1965      	13085.6401    	2695    
1333 	764.7030      	13076.9723    	2618    
1334 	765.2095      	13068.3160    	2716    
1335 	765.7161      	13059.6701    	2712    
1336 	766.2228      	13051.0336    	2698    
1337 	766.7295      	13042.4095    	2680    
1338 	767.2363      	13033.7947    	2634    
1339 	767.7430      	13025.1913    	2680    
1340 	768.2499      	13016.5982    	2622    
1341 	768.7567      	13008.0165    	2747    
1342 	769.2637      	12999.4440    	2778    
1343 	769.7706      	12990.8828    	2736    
1344 	770.2776      	12982.3318    	2701    
1345 	770.7847      	12973.7921    	2759    
1346 	771.2917      	12965.2625    	2728    
1347 	771.7989      	12956.7432    	2700    
1348 	772.3061      	12948.2340    	2729    
1349 	772.8133      	12939.7360    	2721    
1350 	773.3206      	12931.2481    	2700    
1351 	773.8279      	12922.7704    	2746    
1352 	774.3353      	12914.3027    	2686    
1353 	774.8427      	12905.8461    	2624    
1354 	775.3501      	12897.3995    	2718    
1355 	775.8576      	12888.9630    	2735    
1356 	776.3651      	12880.5376    	2716    
1357 	776.8727      	12872.1221    	2722    
1358 	777.3803      	12863.7166    	2742    
1359 	777.8880      	12855.3211    	2747    
1360 	778.3957      	12846.9365    	2718    
1361 	778.9034      	12838.5618    	2628    
1362 	779.4113      	12830.1971    	2741    
1363 	779.9191      	12821.8432    	2658    
1364 	780.4269      	12813.4992    	2703    
1365 	780.9349      	12805.1651    	2725    
1366 	781.4429      	12796.8408    	2661    
1367 	781.9509      	12788.5273    	2613    
1368 	782.4589      	12780.2236    	2695    
1369 	782.9670      	12771.9297    	2723    
1370 	783.4752      	12763.6465    	2746    
1371 	783.9833      	12755.3731    	2681    
1372 	784.4916      	12747.1095    	2721    
1373 	784.9999      	12738.8555    	2682    
1374 	785.5082      	12730.6122    	2695    
1375 	786.0165      	12722.3786    	2717    
