Pixel	Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
127  	188.4858      	53054.3833    	2653    
128  	188.9327      	52928.9019    	2669    
129  	189.3796      	52803.9956    	2671    
130  	189.8266      	52679.6648    	2695    
131  	190.2736      	52555.9012    	2683    
132  	190.7207      	52432.7052    	2668    
133  	191.1678      	52310.0687    	2717    
134  	191.6150      	52187.9879    	2670    
135  	192.0622      	52066.4632    	2732    
136  	192.5095      	51945.4867    	2679    
137  	192.9568      	51825.0588    	2730    
138  	193.4043      	51705.1716    	2808    
139  	193.8517      	51585.8216    	2642    
140  	194.2992      	51467.0092    	2627    
141  	194.7468      	51348.7268    	2649    
142  	195.1944      	51230.9707    	2695    
143  	195.6421      	51113.7416    	2656    
144  	196.0898      	50997.0358    	2713    
145  	196.5376      	50880.8459    	2661    
146  	196.9855      	50765.1686    	2739    
147  	197.4334      	50650.0004    	2722    
148  	197.8813      	50535.3418    	2674    
149  	198.3293      	50421.1896    	2696    
150  	198.7774      	50307.5326    	2655    
151  	199.2255      	50194.3791    	2713    
152  	199.6737      	50081.7144    	2685    
153  	200.1219      	49969.5429    	2700    
154  	200.5702      	49857.8614    	2728    
155  	201.0185      	49746.6629    	2725    
156  	201.4669      	49635.9443    	2651    
157  	201.9153      	49525.7061    	2738    
158  	202.3638      	49415.9417    	2696    
159  	202.8124      	49306.6478    	2711    
160  	203.2610      	49197.8253    	2685    
161  	203.7097      	49089.4674    	2705    
162  	204.1584      	48981.5747    	2711    
163  	204.6072      	48874.1407    	2640    
164  	205.0560      	48767.1661    	2698    
165  	205.5049      	48660.6443    	2707    
166  	205.9538      	48554.5724    	2642    
167  	206.4028      	48448.9512    	2763    
168  	206.8519      	48343.7743    	2661    
169  	207.3010      	48239.0424    	2661    
170  	207.7501      	48134.7491    	2691    
171  	208.1993      	48030.8917    	2698    
172  	208.6486      	47927.4711    	2745    
173  	209.0979      	47824.4844    	2719    
174  	209.5473      	47721.9219    	2687    
175  	209.9967      	47619.7915    	2639    
176  	210.4462      	47518.0801    	2683    
177  	210.8958      	47416.7920    	2716    
178  	211.3453      	47315.9245    	2727    
179  	211.7950      	47215.4716    	2643    
180  	212.2447      	47115.4308    	2710    
181  	212.6944      	47015.8029    	2723    
182  	213.1443      	46916.5820    	2715    
183  	213.5941      	46817.7657    	2705    
184  	214.0441      	46719.3547    	2726    
185  	214.4940      	46621.3467    	2671    
186  	214.9440      	46523.7358    	2736    
187  	215.3941      	46426.5196    	2714    
188  	215.8443      	46329.6990    	2671    
189  	216.2945      	46233.2683    	2700    
190  	216.7447      	46137.2253    	2731    
191  	217.1950      	46041.5708    	2708    
192  	217.6454      	45946.3024    	2703    
193  	218.0958      	45851.4146    	2730    
194  	218.5462      	45756.9051    	2662    
195  	218.9968      	45662.7749    	2733    
196  	219.4473      	45569.0186    	2698    
197  	219.8980      	45475.6338    	2681    
198  	220.3487      	45382.6216    	2710    
199  	220.7994      	45289.9796    	2771    
200  	221.2502      	45197.7027    	2724    
201  	221.7010      	45105.7886    	2669    
202  	222.1519      	45014.2383    	2650    
203  	222.6029      	44923.0466    	2699    
204  	223.0539      	44832.2144    	2696    
205  	223.5050      	44741.7366    	2640    
206  	223.9561      	44651.6141    	2648    
207  	224.4072      	44561.8418    	2669    
208  	224.8585      	44472.4176    	2667    
209  	225.3098      	44383.3427    	2680    
210  	225.7611      	44294.6119    	2656    
211  	226.2125      	44206.2262    	2755    
212  	226.6639      	44118.1807    	2711    
213  	227.1154      	44030.4763    	2605    
214  	227.5670      	43943.1081    	2694    
215  	228.0186      	43856.0772    	2703    
216  	228.4702      	43769.3786    	2685    
217  	228.9220      	43683.0105    	2640    
218  	229.3737      	43596.9739    	2729    
219  	229.8255      	43511.2639    	2656    
220  	230.2774      	43425.8817    	2735    
221  	230.7294      	43340.8224    	2730    
222  	231.1813      	43256.0872    	2729    
223  	231.6334      	43171.6712    	2739    
224  	232.0855      	43087.5756    	2647    
225  	232.5376      	43003.7957    	2705    
226  	232.9898      	42920.3297    	2777    
227  	233.4421      	42837.1787    	2669    
228  	233.8944      	42754.3409    	2666    
229  	234.3468      	42671.8090    	2699    
230  	234.7992      	42589.5895    	2713    
231  	235.2516      	42507.6752    	2698    
232  	235.7042      	42426.0645    	2719    
233  	236.1568      	42344.7555    	2729    
234  	236.6094      	42263.7522    	2674    
235  	237.0621      	42183.0447    	2686    
236  	237.5148      	42102.6366    	2657    
237  	237.9676      	42022.5264    	2697    
238  	238.4205      	41942.7098    	2734    
239  	238.8734      	41863.1851    	2709    
240  	239.3263      	41783.9534    	2734    
241  	239.7793      	41705.0105    	2685    
242  	240.2324      	41626.3573    	2686    
243  	240.6855      	41547.9924    	2755    
244  	241.1387      	41469.9088    	2671    
245  	241.5919      	41392.1130    	2701    
246  	242.0452      	41314.5954    	2692    
247  	242.4986      	41237.3599    	2751    
248  	242.9519      	41160.4049    	2721    
249  	243.4054      	41083.7262    	2656    
250  	243.8589      	41007.3250    	2645    
251  	244.3124      	40931.1972    	2707    
252  	244.7660      	40855.3414    	2706    
253  	245.2197      	40779.7586    	2700    
254  	245.6734      	40704.4448    	2707    
255  	246.1272      	40629.4011    	2674    
256  	246.5810      	40554.6261    	2703    
257  	247.0349      	40480.1133    	2675    
258  	247.4888      	40405.8689    	2688    
259  	247.9428      	40331.8863    	2661    
260  	248.3968      	40258.1643    	2665    
261  	248.8509      	40184.7015    	2723    
262  	249.3051      	40111.5014    	2727    
263  	249.7593      	40038.5552    	2706    
264  	250.2135      	39965.8666    	2689    
265  	250.6678      	39893.4341    	2696    
266  	251.1222      	39821.2540    	2681    
267  	251.5766      	39749.3274    	2703    
268  	252.0311      	39677.6506    	2738    
269  	252.4856      	39606.2222    	2714    
270  	252.9402      	39535.0434    	2748    
271  	253.3948      	39464.1128    	2689    
272  	253.8495      	39393.4268    	2617    
273  	254.3042      	39322.9842    	2671    
274  	254.7590      	39252.7859    	2686    
275  	255.2138      	39182.8309    	2637    
276  	255.6687      	39113.1154    	2736    
277  	256.1237      	39043.6359    	2702    
278  	256.5787      	38974.4005    	2729    
279  	257.0337      	38905.4009    	2792    
280  	257.4889      	38836.6314    	2739    
281  	257.9440      	38768.1047    	2730    
282  	258.3992      	38699.8056    	2715    
283  	258.8545      	38631.7422    	2757    
284  	259.3098      	38563.9087    	2649    
285  	259.7652      	38496.3039    	2732    
286  	260.2206      	38428.9268    	2766    
287  	260.6761      	38361.7806    	2745    
288  	261.1317      	38294.8597    	2668    
289  	261.5872      	38228.1629    	2702    
290  	262.0429      	38161.6892    	2689    
291  	262.4986      	38095.4418    	2714    
292  	262.9544      	38029.4108    	2732    
293  	263.4102      	37963.6083    	2686    
294  	263.8660      	37898.0200    	2741    
295  	264.3220      	37832.6492    	2694    
296  	264.7779      	37767.4991    	2725    
297  	265.2339      	37702.5644    	2703    
298  	265.6900      	37637.8483    	2654    
299  	266.1461      	37573.3410    	2678    
300  	266.6023      	37509.0502    	2657    
301  	267.0586      	37444.9704    	2685    
302  	267.5148      	37381.1050    	2693    
303  	267.9712      	37317.4443    	2687    
304  	268.4276      	37253.9958    	2723    
305  	268.8840      	37190.7542    	2658    
306  	269.3405      	37127.7186    	2728    
307  	269.7971      	37064.8922    	2720    
308  	270.2537      	37002.2696    	2706    
309  	270.7104      	36939.8500    	2721    
310  	271.1671      	36877.6323    	2715    
311  	271.6238      	36815.6197    	2663    
312  	272.0807      	36753.8070    	2746    
313  	272.5375      	36692.1934    	2723    
314  	272.9945      	36630.7778    	2673    
315  	273.4514      	36569.5634    	2708    
316  	273.9085      	36508.5410    	2752    
317  	274.3656      	36447.7219    	2706    
318  	274.8227      	36387.0930    	2822    
319  	275.2799      	36326.6574    	2700    
320  	275.7372      	36266.4183    	2722    
321  	276.1945      	36206.3706    	2738    
322  	276.6518      	36146.5174    	2719    
323  	277.1093      	36086.8498    	2667    
324  	277.5667      	36027.3750    	2683    
325  	278.0242      	35968.0880    	2674    
326  	278.4818      	35908.9918    	2644    
327  	278.9394      	35850.0817    	2684    
328  	279.3971      	35791.3528    	2607    
329  	279.8548      	35732.8161    	2738    
330  	280.3126      	35674.4588    	2709    
331  	280.7704      	35616.2880    	2698    
332  	281.2283      	35558.2988    	2628    
333  	281.6862      	35500.4905    	2695    
334  	282.1443      	35442.8622    	2744    
335  	282.6023      	35385.4168    	2681    
336  	283.0604      	35328.1498    	2702    
337  	283.5186      	35271.0602    	2670    
338  	283.9767      	35214.1510    	2762    
339  	284.4350      	35157.4139    	2696    
340  	284.8933      	35100.8555    	2751    
341  	285.3517      	35044.4751    	2737    
342  	285.8101      	34988.2643    	2654    
343  	286.2686      	34932.2298    	2674    
344  	286.7271      	34876.3671    	2699    
345  	287.1857      	34820.6753    	2674    
346  	287.6443      	34765.1575    	2695    
347  	288.1030      	34709.8090    	2657    
348  	288.5617      	34654.6292    	2744    
349  	289.0205      	34599.6172    	2713    
350  	289.4794      	34544.7760    	2719    
351  	289.9383      	34490.1011    	2671    
352  	290.3972      	34435.5917    	2730    
353  	290.8562      	34381.2472    	2636    
354  	291.3153      	34327.0703    	2792    
355  	291.7744      	34273.0567    	2640    
356  	292.2336      	34219.2057    	2683    
357  	292.6927      	34165.5201    	2724    
358  	293.1520      	34111.9956    	2611    
359  	293.6113      	34058.6314    	2672    
360  	294.0707      	34005.4269    	2693    
361  	294.5302      	33952.3813    	2742    
362  	294.9896      	33899.4974    	2700    
363  	295.4492      	33846.7711    	2742    
364  	295.9087      	33794.2050    	2718    
365  	296.3684      	33741.7915    	2724    
366  	296.8281      	33689.5369    	2767    
367  	297.2878      	33637.4369    	2688    
368  	297.7476      	33585.4944    	2725    
369  	298.2075      	33533.7018    	2692    
370  	298.6674      	33482.0653    	2670    
371  	299.1273      	33430.5841    	2735    
372  	299.5873      	33379.2509    	2731    
373  	300.0474      	33328.0716    	2660    
374  	300.5075      	33277.0422    	2609    
375  	300.9677      	33226.1622    	2751    
376  	301.4279      	33175.4341    	2683    
377  	301.8881      	33124.8541    	2635    
378  	302.3484      	33074.4213    	2652    
379  	302.8088      	33024.1352    	2719    
380  	303.2693      	32973.9985    	2735    
381  	303.7297      	32924.0071    	2740    
382  	304.1903      	32874.1605    	2745    
383  	304.6508      	32824.4614    	2738    
384  	305.1115      	32774.9024    	2686    
385  	305.5722      	32725.4896    	2618    
386  	306.0329      	32676.2223    	2621    
387  	306.4937      	32627.0934    	2701    
388  	306.9546      	32578.1087    	2755    
389  	307.4155      	32529.2645    	2688    
390  	307.8764      	32480.5633    	2730    
391  	308.3375      	32431.9980    	2801    
392  	308.7985      	32383.5746    	2666    
393  	309.2596      	32335.2924    	2784    
394  	309.7208      	32287.1443    	2678    
395  	310.1820      	32239.1363    	2642    
396  	310.6433      	32191.2645    	2711    
397  	311.1046      	32143.5284    	2735    
398  	311.5660      	32095.9305    	2717    
399  	312.0274      	32048.4670    	2697    
400  	312.4889      	32001.1375    	2773    
401  	312.9504      	31953.9445    	2653    
402  	313.4120      	31906.8811    	2678    
403  	313.8737      	31859.9531    	2674    
404  	314.3353      	31813.1598    	2690    
405  	314.7971      	31766.4945    	2673    
406  	315.2589      	31719.9629    	2686    
407  	315.7207      	31673.5613    	2710    
408  	316.1826      	31627.2921    	2705    
409  	316.6446      	31581.1488    	2643    
410  	317.1066      	31535.1370    	2695    
411  	317.5686      	31489.2560    	2673    
412  	318.0308      	31443.4992    	2618    
413  	318.4929      	31397.8722    	2738    
414  	318.9551      	31352.3715    	2696    
415  	319.4174      	31306.9964    	2709    
416  	319.8797      	31261.7495    	2723    
417  	320.3421      	31216.6273    	2720    
418  	320.8045      	31171.6292    	2633    
419  	321.2670      	31126.7577    	2672    
420  	321.7295      	31082.0092    	2774    
421  	322.1921      	31037.3834    	2730    
422  	322.6548      	30992.8797    	2653    
423  	323.1174      	30948.5005    	2708    
424  	323.5802      	30904.2424    	2678    
425  	324.0430      	30860.1049    	2725    
426  	324.5058      	30816.0903    	2721    
427  	324.9687      	30772.1925    	2657    
428  	325.4317      	30728.4167    	2579    
429  	325.8947      	30684.7624    	2727    
430  	326.3577      	30641.2262    	2739    
431  	326.8208      	30597.8077    	2747    
432  	327.2840      	30554.5063    	2726    
433  	327.7472      	30511.3216    	2687    
434  	328.2104      	30468.2560    	2683    
435  	328.6738      	30425.3062    	2769    
436  	329.1371      	30382.4744    	2653    
437  	329.6006      	30339.7547    	2738    
438  	330.0640      	30297.1521    	2649    
439  	330.5275      	30254.6662    	2665    
440  	330.9911      	30212.2909    	2731    
441  	331.4547      	30170.0314    	2687    
442  	331.9184      	30127.8844    	2689    
443  	332.3821      	30085.8523    	2711    
444  	332.8459      	30043.9290    	2734    
445  	333.3098      	30002.1196    	2626    
446  	333.7737      	29960.4237    	2619    
447  	334.2376      	29918.8353    	2695    
448  	334.7016      	29877.3595    	2753    
449  	335.1656      	29835.9931    	2682    
450  	335.6297      	29794.7384    	2657    
451  	336.0939      	29753.5922    	2650    
452  	336.5581      	29712.5541    	2671    
453  	337.0223      	29671.6236    	2677    
454  	337.4866      	29630.8032    	2711    
455  	337.9510      	29590.0895    	2721    
456  	338.4154      	29549.4822    	2717    
457  	338.8799      	29508.9836    	2674    
458  	339.3444      	29468.5879    	2736    
459  	339.8089      	29428.3026    	2690    
460  	340.2736      	29388.1194    	2778    
461  	340.7382      	29348.0432    	2727    
462  	341.2029      	29308.0709    	2727    
463  	341.6677      	29268.2021    	2725    
464  	342.1325      	29228.4390    	2764    
465  	342.5974      	29188.7786    	2674    
466  	343.0623      	29149.2205    	2682    
467  	343.5273      	29109.7643    	2683    
468  	343.9924      	29070.4122    	2679    
469  	344.4575      	29031.1612    	2678    
470  	344.9226      	28992.0135    	2677    
471  	345.3878      	28952.9635    	2649    
472  	345.8530      	28914.0161    	2665    
473  	346.3183      	28875.1708    	2652    
474  	346.7837      	28836.4220    	2675    
475  	347.2491      	28797.7746    	2719    
476  	347.7145      	28759.2257    	2714    
477  	348.1800      	28720.7772    	2688    
478  	348.6455      	28682.4264    	2694    
479  	349.1111      	28644.1729    	2705    
480  	349.5768      	28606.0163    	2696    
481  	350.0425      	28567.9587    	2619    
482  	350.5083      	28529.9973    	2643    
483  	350.9741      	28492.1317    	2746    
484  	351.4399      	28454.3640    	2784    
485  	351.9059      	28416.6913    	2675    
486  	352.3718      	28379.1134    	2685    
487  	352.8378      	28341.6322    	2695    
488  	353.3039      	28304.2451    	2672    
489  	353.7700      	28266.9515    	2686    
490  	354.2362      	28229.7513    	2622    
491  	354.7024      	28192.6464    	2738    
492  	355.1687      	28155.6341    	2670    
493  	355.6350      	28118.7165    	2683    
494  	356.1014      	28081.8883    	2686    
495  	356.5678      	28045.1540    	2744    
496  	357.0343      	28008.5133    	2679    
497  	357.5009      	27971.9611    	2715    
498  	357.9674      	27935.5018    	2678    
499  	358.4341      	27899.1326    	2664    
500  	358.9008      	27862.8557    	2732    
501  	359.3675      	27826.6683    	2706    
502  	359.8343      	27790.5700    	2682    
503  	360.3011      	27754.5605    	2657    
504  	360.7680      	27718.6419    	2618    
505  	361.2350      	27682.8115    	2645    
506  	361.7020      	27647.0712    	2651    
507  	362.1690      	27611.4162    	2663    
508  	362.6361      	27575.8506    	2722    
509  	363.1033      	27540.3743    	2757    
510  	363.5705      	27504.9822    	2651    
511  	364.0378      	27469.6786    	2685    
512  	364.5051      	27434.4610    	2713    
513  	364.9724      	27399.3312    	2757    
514  	365.4398      	27364.2867    	2689    
515  	365.9073      	27329.3272    	2634    
516  	366.3748      	27294.4547    	2696    
517  	366.8424      	27259.6642    	2731    
518  	367.3100      	27224.9623    	2727    
519  	367.7776      	27190.3419    	2695    
520  	368.2454      	27155.8071    	2705    
521  	368.7131      	27121.3555    	2658    
522  	369.1810      	27086.9867    	2723    
523  	369.6488      	27052.7027    	2784    
524  	370.1168      	27018.5008    	2690    
525  	370.5847      	26984.3810    	2679    
526  	371.0528      	26950.3449    	2729    
527  	371.5208      	26916.3902    	2675    
528  	371.9890      	26882.5166    	2757    
529  	372.4572      	26848.7258    	2631    
530  	372.9254      	26815.0156    	2641    
531  	373.3937      	26781.3855    	2678    
532  	373.8620      	26747.8375    	2771    
533  	374.3304      	26714.3669    	2684    
534  	374.7988      	26680.9799    	2725    
535  	375.2673      	26647.6698    	2721    
536  	375.7359      	26614.4406    	2721    
537  	376.2045      	26581.2898    	2786    
538  	376.6731      	26548.2194    	2690    
539  	377.1418      	26515.2248    	2717    
540  	377.6105      	26482.3120    	2653    
541  	378.0793      	26449.4745    	2714    
542  	378.5482      	26416.7161    	2660    
543  	379.0171      	26384.0346    	2699    
544  	379.4861      	26351.4295    	2689    
545  	379.9550      	26318.9029    	2683    
546  	380.4241      	26286.4522    	2773    
547  	380.8932      	26254.0773    	2634    
548  	381.3624      	26221.7799    	2707    
549  	381.8316      	26189.5576    	2718    
550  	382.3008      	26157.4103    	2615    
551  	382.7701      	26125.3398    	2766    
552  	383.2395      	26093.3436    	2721    
553  	383.7089      	26061.4215    	2709    
554  	384.1784      	26029.5754    	2719    
555  	384.6479      	25997.8029    	2635    
556  	385.1175      	25966.1038    	2705    
557  	385.5871      	25934.4798    	2731    
558  	386.0567      	25902.9287    	2667    
559  	386.5265      	25871.4501    	2769    
560  	386.9962      	25840.0439    	2737    
561  	387.4661      	25808.7118    	2673    
562  	387.9359      	25777.4536    	2711    
563  	388.4059      	25746.2649    	2693    
564  	388.8758      	25715.1496    	2741    
565  	389.3459      	25684.1054    	2746    
566  	389.8159      	25653.1341    	2762    
567  	390.2860      	25622.2333    	2693    
568  	390.7562      	25591.4029    	2694    
569  	391.2265      	25560.6426    	2735    
570  	391.6967      	25529.9542    	2704    
571  	392.1671      	25499.3374    	2737    
572  	392.6375      	25468.7880    	2724    
573  	393.1079      	25438.3097    	2633    
574  	393.5784      	25407.9004    	2697    
575  	394.0489      	25377.5617    	2699    
576  	394.5195      	25347.2895    	2704    
577  	394.9901      	25317.0894    	2705    
578  	395.4608      	25286.9554    	2611    
579  	395.9315      	25256.8911    	2686    
580  	396.4023      	25226.8942    	2662    
581  	396.8732      	25196.9666    	2689    
582  	397.3441      	25167.1042    	2699    
583  	397.8150      	25137.3124    	2704    
584  	398.2860      	25107.5853    	2741    
585  	398.7570      	25077.9265    	2654    
586  	399.2281      	25048.3339    	2679    
587  	399.6993      	25018.8092    	2673    
588  	400.1705      	24989.3482    	2673    
589  	400.6417      	24959.9565    	2650    
590  	401.1130      	24930.6282    	2677    
591  	401.5844      	24901.3669    	2692    
592  	402.0558      	24872.1703    	2606    
593  	402.5272      	24843.0403    	2683    
594  	402.9987      	24813.9747    	2687    
595  	403.4703      	24784.9733    	2618    
596  	403.9419      	24756.0358    	2693    
597  	404.4135      	24727.1640    	2628    
598  	404.8853      	24698.3557    	2681    
599  	405.3570      	24669.6125    	2786    
600  	405.8288      	24640.9326    	2700    
601  	406.3007      	24612.3155    	2663    
602  	406.7726      	24583.7611    	2713    
603  	407.2445      	24555.2711    	2764    
604  	407.7165      	24526.8451    	2687    
605  	408.1886      	24498.4795    	2713    
606  	408.6607      	24470.1775    	2738    
607  	409.1329      	24441.9372    	2682    
608  	409.6051      	24413.7602    	2696    
609  	410.0773      	24385.6444    	2650    
610  	410.5497      	24357.5898    	2742    
611  	411.0220      	24329.5977    	2679    
612  	411.4944      	24301.6664    	2635    
613  	411.9669      	24273.7955    	2713    
614  	412.4394      	24245.9867    	2651    
615  	412.9120      	24218.2379    	2762    
616  	413.3846      	24190.5490    	2669    
617  	413.8572      	24162.9216    	2661    
618  	414.3300      	24135.3536    	2698    
619  	414.8027      	24107.8449    	2716    
620  	415.2755      	24080.3971    	2709    
621  	415.7484      	24053.0082    	2738    
622  	416.2213      	24025.6780    	2698    
623  	416.6943      	23998.4081    	2673    
624  	417.1673      	23971.1965    	2666    
625  	417.6404      	23944.0431    	2692    
626  	418.1135      	23916.9493    	2646    
627  	418.5867      	23889.9133    	2691    
628  	419.0599      	23862.9367    	2686    
629  	419.5332      	23836.0174    	2744    
630  	420.0065      	23809.1553    	2670    
631  	420.4799      	23782.3503    	2575    
632  	420.9533      	23755.6038    	2734    
633  	421.4268      	23728.9140    	2724    
634  	421.9003      	23702.2823    	2693    
635  	422.3739      	23675.7070    	2647    
636  	422.8475      	23649.1877    	2729    
637  	423.3212      	23622.7261    	2702    
638  	423.7949      	23596.3203    	2685    
639  	424.2687      	23569.9700    	2716    
640  	424.7425      	23543.6769    	2768    
641  	425.2164      	23517.4389    	2721    
642  	425.6903      	23491.2560    	2727    
643  	426.1643      	23465.1297    	2730    
644  	426.6383      	23439.0580    	2726    
645  	427.1124      	23413.0409    	2726    
646  	427.5865      	23387.0798    	2694    
647  	428.0607      	23361.1729    	2683    
648  	428.5349      	23335.3200    	2754    
649  	429.0092      	23309.5225    	2741    
650  	429.4836      	23283.7788    	2739    
651  	429.9579      	23258.0902    	2726    
652  	430.4323      	23232.4549    	2722    
653  	430.9068      	23206.8728    	2744    
654  	431.3813      	23181.3454    	2715    
655  	431.8559      	23155.8707    	2665    
656  	432.3306      	23130.4487    	2688    
657  	432.8053      	23105.0792    	2756    
658  	433.2800      	23079.7637    	2671    
659  	433.7548      	23054.5020    	2685    
660  	434.2296      	23029.2923    	2720    
661  	434.7045      	23004.1344    	2707    
662  	435.1794      	22979.0282    	2724    
663  	435.6544      	22953.9751    	2769    
664  	436.1294      	22928.9734    	2704    
665  	436.6045      	22904.0245    	2694    
666  	437.0797      	22879.1251    	2690    
667  	437.5548      	22854.2797    	2691    
668  	438.0301      	22829.4834    	2758    
669  	438.5053      	22804.7394    	2774    
670  	438.9807      	22780.0457    	2779    
671  	439.4561      	22755.4039    	2718    
672  	439.9315      	22730.8121    	2637    
673  	440.4070      	22706.2703    	2688    
674  	440.8825      	22681.7799    	2666    
675  	441.3581      	22657.3391    	2713    
676  	441.8337      	22632.9494    	2692    
677  	442.3094      	22608.6090    	2755    
678  	442.7851      	22584.3178    	2670    
679  	443.2609      	22560.0756    	2650    
680  	443.7368      	22535.8839    	2644    
681  	444.2126      	22511.7409    	2711    
682  	444.6886      	22487.6480    	2771    
683  	445.1646      	22463.6036    	2641    
684  	445.6406      	22439.6074    	2722    
685  	446.1167      	22415.6610    	2702    
686  	446.5928      	22391.7625    	2717    
687  	447.0690      	22367.9134    	2636    
688  	447.5452      	22344.1105    	2617    
689  	448.0215      	22320.3582    	2698    
690  	448.4978      	22296.6518    	2694    
691  	448.9742      	22272.9941    	2735    
692  	449.4507      	22249.3836    	2771    
693  	449.9271      	22225.8216    	2715    
694  	450.4037      	22202.3065    	2748    
695  	450.8802      	22178.8380    	2778    
696  	451.3569      	22155.4176    	2712    
