Pixel	Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
2032 	1129.0100     	8857.3174     	3206    
2033 	1129.5450     	8853.1219     	3240    
2034 	1130.0802     	8848.9295     	3220    
2035 	1130.6154     	8844.7410     	3242    
2036 	1131.1506     	8840.5555     	3249    
2037 	1131.6858     	8836.3750     	3170    
2038 	1132.2211     	8832.1974     	3178    
2039 	1132.7565     	8828.0229     	3177    
2040 	1133.2917     	8823.8532     	3204    
2041 	1133.8271     	8819.6865     	3229    
2042 	1134.3627     	8815.5228     	3210    
2043 	1134.8981     	8811.3640     	3164    
2044 	1135.4336     	8807.2081     	3160    
2045 	1135.9691     	8803.0562     	3180    
2046 	1136.5048     	8798.9073     	3149    
2047 	1137.0404     	8794.7622     	3209    
2048 	1137.5760     	8790.6211     	3183    
