Pixel	Wavelength(nm)	Wavenumber(1/cm)	Intensity(Counts)
987  	592.1361      	16888.0091    	2896    
988  	592.6269      	16874.0233    	2897    
989  	593.1177      	16860.0589    	2882    
990  	593.6086      	16846.1159    	2874    
991  	594.0995      	16832.1959    	2864    
992  	594.5906      	16818.2955    	2932    
993  	595.0816      	16804.4180    	2864    
994  	595.5727      	16790.5616    	2921    
995  	596.0638      	16776.7281    	2907    
996  	596.5549      	16762.9157    	2858    
997  	597.0462      	16749.1225    	2900    
998  	597.5374      	16735.3537    	2813    
999  	598.0287      	16721.6042    	2836    
1000 	598.5201      	16707.8772    	2896    
1001 	599.0115      	16694.1693    	2928    
1002 	599.5030      	16680.4839    	2925    
1003 	599.9944      	16666.8210    	2824    
1004 	600.4860      	16653.1770    	2957    
1005 	600.9776      	16639.5553    	2848    
1006 	601.4692      	16625.9542    	2830    
1007 	601.9609      	16612.3736    	2872    
1008 	602.4527      	16598.8135    	2824    
1009 	602.9445      	16585.2756    	2801    
1010 	603.4363      	16571.7580    	2899    
1011 	603.9282      	16558.2608    	2857    
1012 	604.4201      	16544.7839    	2871    
1013 	604.9120      	16531.3289    	2908    
1014 	605.4041      	16517.8940    	2849    
1015 	605.8961      	16504.4794    	2844    
1016 	606.3882      	16491.0849    	2939    
1017 	606.8804      	16477.7120    	2966    
1018 	607.3726      	16464.3576    	2896    
1019 	607.8649      	16451.0248    	2932    
1020 	608.3572      	16437.7119    	2896    
1021 	608.8495      	16424.4205    	2799    
1022 	609.3419      	16411.1490    	2937    
1023 	609.8344      	16397.8956    	2885    
1024 	610.3268      	16384.6652    	2918    
1025 	610.8193      	16371.4529    	2883    
1026 	611.3120      	16358.2603    	2842    
1027 	611.8046      	16345.0889    	2905    
1028 	612.2972      	16331.9371    	2798    
1029 	612.7899      	16318.8064    	2901    
1030 	613.2827      	16305.6935    	2947    
1031 	613.7755      	16292.6018    	2881    
1032 	614.2684      	16279.5294    	2895    
1033 	614.7613      	16266.4763    	2798    
1034 	615.2542      	16253.4442    	2772    
1035 	615.7473      	16240.4297    	2846    
1036 	616.2403      	16227.4361    	2912    
1037 	616.7334      	16214.4616    	2892    
1038 	617.2265      	16201.5078    	2850    
1039 	617.7197      	16188.5716    	2913    
1040 	618.2130      	16175.6559    	2997    
1041 	618.7062      	16162.7593    	2909    
1042 	619.1995      	16149.8832    	2920    
1043 	619.6929      	16137.0245    	2836    
1044 	620.1863      	16124.1862    	2890    
1045 	620.6798      	16111.3667    	2842    
1046 	621.1733      	16098.5660    	2873    
1047 	621.6669      	16085.7856    	2854    
1048 	622.1605      	16073.0240    	2883    
1049 	622.6541      	16060.2809    	2908    
1050 	623.1478      	16047.5566    	2870    
1051 	623.6416      	16034.8507    	2860    
1052 	624.1354      	16022.1650    	2919    
1053 	624.6292      	16009.4978    	2847    
1054 	625.1231      	15996.8491    	2856    
1055 	625.6171      	15984.2187    	2868    
1056 	626.1110      	15971.6083    	2856    
1057 	626.6050      	15959.0162    	2864    
1058 	627.0991      	15946.4424    	2887    
1059 	627.5933      	15933.8868    	2920    
1060 	628.0874      	15921.3510    	2911    
1061 	628.5816      	15908.8334    	2932    
1062 	629.0759      	15896.3339    	2994    
1063 	629.5702      	15883.8524    	2861    
1064 	630.0645      	15871.3906    	2904    
1065 	630.5590      	15858.9452    	2839    
1066 	631.0534      	15846.5193    	2886    
1067 	631.5479      	15834.1129    	2856    
1068 	632.0424      	15821.7229    	2874    
1069 	632.5370      	15809.3522    	2822    
1070 	633.0316      	15796.9993    	2889    
1071 	633.5263      	15784.6642    	2848    
1072 	634.0210      	15772.3483    	2909    
1073 	634.5158      	15760.0486    	2903    
1074 	635.0106      	15747.7681    	2940    
1075 	635.5055      	15735.5052    	2885    
1076 	636.0004      	15723.2614    	2920    
1077 	636.4953      	15711.0351    	2907    
1078 	636.9904      	15698.8248    	2908    
1079 	637.4854      	15686.6350    	2920    
1080 	637.9805      	15674.4610    	2866    
1081 	638.4756      	15662.3060    	2848    
1082 	638.9708      	15650.1668    	2902    
1083 	639.4660      	15638.0479    	2834    
1084 	639.9613      	15625.9448    	2886    
1085 	640.4567      	15613.8589    	2931    
1086 	640.9520      	15601.7917    	2856    
1087 	641.4474      	15589.7416    	2808    
1088 	641.9429      	15577.7102    	2972    
1089 	642.4384      	15565.6943    	2892    
1090 	642.9340      	15553.6970    	2908    
1091 	643.4296      	15541.7167    	2816    
1092 	643.9252      	15529.7533    	2832    
1093 	644.4209      	15517.8084    	2909    
1094 	644.9166      	15505.8803    	2774    
1095 	645.4124      	15493.9691    	2910    
1096 	645.9083      	15482.0747    	2846    
1097 	646.4042      	15470.1971    	2883    
1098 	646.9001      	15458.3377    	2821    
1099 	647.3961      	15446.4951    	2918    
1100 	647.8921      	15434.6691    	2870    
1101 	648.3881      	15422.8612    	2908    
1102 	648.8842      	15411.0699    	2873    
1103 	649.3804      	15399.2952    	2864    
1104 	649.8766      	15387.5370    	2874    
1105 	650.3729      	15375.7953    	2888    
1106 	650.8691      	15364.0715    	2871    
1107 	651.3655      	15352.3641    	2904    
1108 	651.8619      	15340.6731    	2894    
1109 	652.3583      	15328.9985    	2840    
1110 	652.8548      	15317.3417    	2866    
1111 	653.3513      	15305.7011    	2928    
1112 	653.8479      	15294.0768    	2887    
1113 	654.3445      	15282.4701    	2920    
1114 	654.8412      	15270.8782    	2835    
1115 	655.3379      	15259.3039    	2859    
1116 	655.8347      	15247.7456    	2893    
1117 	656.3314      	15236.2049    	2878    
1118 	656.8283      	15224.6788    	2940    
1119 	657.3252      	15213.1701    	2879    
1120 	657.8221      	15201.6774    	2900    
1121 	658.3191      	15190.2020    	2964    
1122 	658.8162      	15178.7412    	2950    
1123 	659.3132      	15167.2976    	2845    
1124 	659.8104      	15155.8699    	2900    
1125 	660.3075      	15144.4593    	2849    
1126 	660.8047      	15133.0632    	2912    
1127 	661.3020      	15121.6841    	2843    
1128 	661.7993      	15110.3208    	2836    
1129 	662.2966      	15098.9746    	2827    
1130 	662.7941      	15087.6426    	2840    
1131 	663.2915      	15076.3276    	2906    
1132 	663.7890      	15065.0282    	2956    
1133 	664.2865      	15053.7457    	2904    
1134 	664.7841      	15042.4773    	2848    
1135 	665.2817      	15031.2258    	2877    
1136 	665.7794      	15019.9897    	2864    
1137 	666.2771      	15008.7704    	2915    
1138 	666.7749      	14997.5651    	2861    
1139 	667.2727      	14986.3765    	2839    
1140 	667.7706      	14975.2033    	2928    
1141 	668.2684      	14964.0466    	2853    
1142 	668.7664      	14952.9039    	2895    
1143 	669.2644      	14941.7778    	2913    
1144 	669.7625      	14930.6668    	2856    
1145 	670.2605      	14919.5724    	2956    
1146 	670.7587      	14908.4917    	2880    
1147 	671.2568      	14897.4274    	2883    
1148 	671.7551      	14886.3782    	2896    
1149 	672.2533      	14875.3454    	2886    
1150 	672.7516      	14864.3263    	2918    
1151 	673.2500      	14853.3234    	2978    
1152 	673.7484      	14842.3355    	2903    
1153 	674.2469      	14831.3625    	2874    
1154 	674.7454      	14820.4057    	2873    
1155 	675.2439      	14809.4637    	2924    
1156 	675.7425      	14798.5366    	2849    
1157 	676.2411      	14787.6255    	2885    
1158 	676.7398      	14776.7279    	2863    
1159 	677.2385      	14765.8463    	2822    
1160 	677.7373      	14754.9794    	2824    
1161 	678.2361      	14744.1285    	2856    
1162 	678.7350      	14733.2909    	2901    
1163 	679.2339      	14722.4692    	2820    
1164 	679.7328      	14711.6621    	2900    
1165 	680.2318      	14700.8708    	2917    
1166 	680.7309      	14690.0928    	2848    
1167 	681.2300      	14679.3305    	2843    
1168 	681.7291      	14668.5826    	2867    
1169 	682.2283      	14657.8505    	2872    
1170 	682.7275      	14647.1314    	2878    
1171 	683.2268      	14636.4281    	2875    
1172 	683.7261      	14625.7403    	2944    
1173 	684.2255      	14615.0655    	2949    
1174 	684.7249      	14604.4064    	2872    
1175 	685.2243      	14593.7614    	2908    
1176 	685.7238      	14583.1307    	2901    
1177 	686.2234      	14572.5141    	2920    
1178 	686.7230      	14561.9130    	2888    
1179 	687.2226      	14551.3260    	2825    
1180 	687.7223      	14540.7531    	2936    
1181 	688.2220      	14530.1955    	2874    
1182 	688.7218      	14519.6507    	2840    
1183 	689.2216      	14509.1212    	2865    
1184 	689.7214      	14498.6070    	2889    
1185 	690.2214      	14488.1054    	2953    
1186 	690.7213      	14477.6190    	2968    
1187 	691.2213      	14467.1465    	2857    
1188 	691.7214      	14456.6879    	2889    
1189 	692.2214      	14446.2443    	2859    
1190 	692.7216      	14435.8146    	2880    
1191 	693.2217      	14425.3987    	2902    
1192 	693.7220      	14414.9965    	2863    
1193 	694.2222      	14404.6093    	2948    
1194 	694.7226      	14394.2346    	2836    
1195 	695.2230      	14383.8747    	2843    
1196 	695.7233      	14373.5298    	2804    
1197 	696.2238      	14363.1973    	2940    
1198 	696.7243      	14352.8795    	2933    
1199 	697.2249      	14342.5754    	2926    
1200 	697.7254      	14332.2860    	2944    
1201 	698.2261      	14322.0088    	2920    
1202 	698.7267      	14311.7464    	2954    
1203 	699.2275      	14301.4975    	2936    
1204 	699.7282      	14291.2632    	2872    
1205 	700.2290      	14281.0423    	2837    
1206 	700.7299      	14270.8335    	2960    
1207 	701.2308      	14260.6405    	2872    
1208 	701.7318      	14250.4597    	2908    
1209 	702.2327      	14240.2933    	2916    
1210 	702.7338      	14230.1402    	2837    
1211 	703.2349      	14220.0003    	2884    
1212 	703.7360      	14209.8737    	2916    
1213 	704.2372      	14199.7615    	2958    
1214 	704.7384      	14189.6624    	2892    
1215 	705.2396      	14179.5776    	2889    
1216 	705.7410      	14169.5048    	2884    
1217 	706.2423      	14159.4462    	2890    
1218 	706.7437      	14149.4007    	2900    
1219 	707.2452      	14139.3682    	2891    
1220 	707.7466      	14129.3500    	2892    
1221 	708.2482      	14119.3447    	2912    
1222 	708.7498      	14109.3523    	2848    
1223 	709.2514      	14099.3729    	2941    
1224 	709.7531      	14089.4075    	3047    
1225 	710.2548      	14079.4551    	2891    
1226 	710.7565      	14069.5155    	2862    
1227 	711.2584      	14059.5887    	2845    
1228 	711.7602      	14049.6759    	2982    
1229 	712.2621      	14039.7758    	2968    
1230 	712.7640      	14029.8885    	2874    
1231 	713.2660      	14020.0151    	2942    
1232 	713.7681      	14010.1533    	2939    
1233 	714.2701      	14000.3052    	2937    
1234 	714.7722      	13990.4710    	2923    
1235 	715.2744      	13980.6483    	2904    
1236 	715.7766      	13970.8393    	2901    
1237 	716.2789      	13961.0429    	2956    
1238 	716.7812      	13951.2590    	2892    
1239 	717.2835      	13941.4888    	2915    
1240 	717.7859      	13931.7311    	2876    
1241 	718.2883      	13921.9859    	2864    
1242 	718.7908      	13912.2531    	2888    
1243 	719.2933      	13902.5339    	2900    
1244 	719.7959      	13892.8271    	2896    
1245 	720.2985      	13883.1327    	2960    
1246 	720.8012      	13873.4507    	2808    
1247 	721.3039      	13863.7821    	2960    
1248 	721.8066      	13854.1258    	2840    
1249 	722.3094      	13844.4818    	2880    
1250 	722.8123      	13834.8512    	2921    
1251 	723.3151      	13825.2328    	2944    
1252 	723.8181      	13815.6267    	2895    
1253 	724.3210      	13806.0327    	2923    
1254 	724.8240      	13796.4520    	2945    
1255 	725.3271      	13786.8823    	2871    
1256 	725.8302      	13777.3270    	2898    
1257 	726.3334      	13767.7826    	2961    
1258 	726.8365      	13758.2515    	2880    
1259 	727.3398      	13748.7312    	2924    
1260 	727.8431      	13739.2252    	2920    
1261 	728.3464      	13729.7301    	2881    
1262 	728.8498      	13720.2481    	2940    
1263 	729.3532      	13710.7781    	2949    
1264 	729.8567      	13701.3199    	2936    
1265 	730.3602      	13691.8748    	2936    
1266 	730.8638      	13682.4404    	2977    
1267 	731.3674      	13673.0191    	2970    
1268 	731.8710      	13663.6106    	2870    
1269 	732.3747      	13654.2129    	2960    
1270 	732.8784      	13644.8281    	2945    
1271 	733.3822      	13635.4550    	2950    
1272 	733.8860      	13626.0948    	2901    
1273 	734.3899      	13616.7451    	2952    
1274 	734.8938      	13607.4083    	2874    
1275 	735.3977      	13598.0843    	2920    
1276 	735.9017      	13588.7708    	2907    
1277 	736.4058      	13579.4701    	2864    
1278 	736.9099      	13570.1809    	2896    
1279 	737.4140      	13560.9033    	2921    
1280 	737.9182      	13551.6385    	2977    
1281 	738.4224      	13542.3851    	2973    
1282 	738.9266      	13533.1432    	2920    
1283 	739.4310      	13523.9129    	2954    
1284 	739.9353      	13514.6951    	2953    
1285 	740.4397      	13505.4887    	2929    
1286 	740.9442      	13496.2938    	2951    
1287 	741.4487      	13487.1103    	2977    
1288 	741.9532      	13477.9393    	3002    
1289 	742.4578      	13468.7796    	2997    
1290 	742.9624      	13459.6313    	3013    
1291 	743.4670      	13450.4954    	2932    
1292 	743.9717      	13441.3708    	2912    
1293 	744.4765      	13432.2574    	2900    
1294 	744.9813      	13423.1553    	3040    
1295 	745.4861      	13414.0655    	2945    
1296 	745.9910      	13404.9870    	2859    
1297 	746.4960      	13395.9196    	2949    
1298 	747.0010      	13386.8634    	2979    
1299 	747.5060      	13377.8194    	3016    
1300 	748.0110      	13368.7865    	3020    
1301 	748.5161      	13359.7658    	2940    
1302 	749.0213      	13350.7552    	2899    
1303 	749.5265      	13341.7566    	2875    
1304 	750.0317      	13332.7691    	2868    
1305 	750.5370      	13323.7926    	2986    
1306 	751.0424      	13314.8282    	2940    
1307 	751.5477      	13305.8748    	2917    
1308 	752.0532      	13296.9323    	2947    
1309 	752.5586      	13288.0019    	2967    
1310 	753.0641      	13279.0823    	2968    
1311 	753.5696      	13270.1737    	2982    
1312 	754.0753      	13261.2759    	2920    
1313 	754.5809      	13252.3889    	2938    
1314 	755.0866      	13243.5139    	2972    
1315 	755.5923      	13234.6497    	3028    
1316 	756.0981      	13225.7973    	2957    
1317 	756.6039      	13216.9557    	3080    
1318 	757.1097      	13208.1249    	3000    
1319 	757.6157      	13199.3047    	2884    
1320 	758.1216      	13190.4953    	2864    
1321 	758.6276      	13181.6977    	2954    
1322 	759.1337      	13172.9107    	3055    
1323 	759.6397      	13164.1354    	2924    
1324 	760.1459      	13155.3697    	2946    
1325 	760.6520      	13146.6157    	2928    
1326 	761.1583      	13137.8722    	3013    
1327 	761.6645      	13129.1404    	3021    
1328 	762.1708      	13120.4191    	2983    
1329 	762.6771      	13111.7083    	2993    
1330 	763.1835      	13103.0081    	2986    
1331 	763.6900      	13094.3183    	2907    
1332 	764.1965      	13085.6401    	2963    
1333 	764.7030      	13076.9723    	2906    
1334 	765.2095      	13068.3160    	2947    
1335 	765.7161      	13059.6701    	2912    
1336 	766.2228      	13051.0336    	2976    
1337 	766.7295      	13042.4095    	3064    
1338 	767.2363      	13033.7947    	2993    
1339 	767.7430      	13025.1913    	2997    
1340 	768.2499      	13016.5982    	2981    
1341 	768.7567      	13008.0165    	2946    
1342 	769.2637      	12999.4440    	2938    
1343 	769.7706      	12990.8828    	3004    
1344 	770.2776      	12982.3318    	2959    
1345 	770.7847      	12973.7921    	3023    
1346 	771.2917      	12965.2625    	3048    
1347 	771.7989      	12956.7432    	3002    
1348 	772.3061      	12948.2340    	3065    
1349 	772.8133      	12939.7360    	3040    
1350 	773.3206      	12931.2481    	3049    
1351 	773.8279      	12922.7704    	2985    
1352 	774.3353      	12914.3027    	2981    
1353 	774.8427      	12905.8461    	2944    
1354 	775.3501      	12897.3995    	2915    
1355 	775.8576      	12888.9630    	2994    
1356 	776.3651      	12880.5376    	2941    
1357 	776.8727      	12872.1221    	2877    
1358 	777.3803      	12863.7166    	2931    
1359 	777.8880      	12855.3211    	2924    
1360 	778.3957      	12846.9365    	2929    
1361 	778.9034      	12838.5618    	2868    
1362 	779.4113      	12830.1971    	2928    
1363 	779.9191      	12821.8432    	2972    
1364 	780.4269      	12813.4992    	3012    
1365 	780.9349      	12805.1651    	2922    
1366 	781.4429      	12796.8408    	3017    
1367 	781.9509      	12788.5273    	2888    
1368 	782.4589      	12780.2236    	2912    
1369 	782.9670      	12771.9297    	2989    
1370 	783.4752      	12763.6465    	2921    
1371 	783.9833      	12755.3731    	2962    
1372 	784.4916      	12747.1095    	2986    
1373 	784.9999      	12738.8555    	2979    
1374 	785.5082      	12730.6122    	2994    
1375 	786.0165      	12722.3786    	2945    
1376 	786.5250      	12714.1546    	3039    
1377 	787.0334      	12705.9413    	2924    
1378 	787.5419      	12697.7376    	2964    
1379 	788.0504      	12689.5435    	2983    
1380 	788.5590      	12681.3590    	2946    
1381 	789.0676      	12673.1850    	2969    
1382 	789.5763      	12665.0206    	2932    
1383 	790.0850      	12656.8657    	2984    
1384 	790.5938      	12648.7213    	2970    
1385 	791.1026      	12640.5854    	2986    
1386 	791.6114      	12632.4610    	2965    
1387 	792.1203      	12624.3451    	2969    
1388 	792.6292      	12616.2395    	2936    
1389 	793.1382      	12608.1435    	2969    
1390 	793.6472      	12600.0568    	2923    
1391 	794.1563      	12591.9795    	2978    
1392 	794.6654      	12583.9126    	2939    
1393 	795.1746      	12575.8550    	2968    
1394 	795.6837      	12567.8078    	3004    
1395 	796.1929      	12559.7699    	3041    
1396 	796.7022      	12551.7413    	2986    
1397 	797.2115      	12543.7220    	2974    
1398 	797.7209      	12535.7119    	2931    
1399 	798.2303      	12527.7121    	2969    
1400 	798.7398      	12519.7216    	2946    
1401 	799.2493      	12511.7412    	3023    
1402 	799.7588      	12503.7701    	2920    
1403 	800.2684      	12495.8081    	2962    
1404 	800.7780      	12487.8553    	2907    
1405 	801.2877      	12479.9127    	3035    
1406 	801.7974      	12471.9782    	2956    
1407 	802.3071      	12464.0548    	2924    
1408 	802.8170      	12456.1395    	2915    
1409 	803.3268      	12448.2343    	2906    
1410 	803.8367      	12440.3382    	3009    
1411 	804.3466      	12432.4511    	2921    
1412 	804.8566      	12424.5740    	2896    
1413 	805.3666      	12416.7060    	2908    
1414 	805.8766      	12408.8470    	2908    
1415 	806.3867      	12400.9979    	2909    
1416 	806.8969      	12393.1569    	2963    
1417 	807.4071      	12385.3257    	2998    
1418 	807.9173      	12377.5045    	3083    
1419 	808.4276      	12369.6913    	3168    
1420 	808.9379      	12361.8879    	3196    
1421 	809.4482      	12354.0944    	3234    
1422 	809.9587      	12346.3088    	3273    
1423 	810.4691      	12338.5331    	3290    
1424 	810.9796      	12330.7662    	3253    
1425 	811.4901      	12323.0091    	3141    
1426 	812.0007      	12315.2598    	3053    
1427 	812.5114      	12307.5203    	3044    
1428 	813.0220      	12299.7906    	3032    
1429 	813.5327      	12292.0687    	3052    
1430 	814.0435      	12284.3565    	2921    
1431 	814.5543      	12276.6530    	2976    
1432 	815.0651      	12268.9592    	2980    
1433 	815.5759      	12261.2741    	3019    
1434 	816.0869      	12253.5977    	2969    
1435 	816.5978      	12245.9300    	2970    
1436 	817.1088      	12238.2719    	2979    
1437 	817.6199      	12230.6225    	3005    
1438 	818.1310      	12222.9817    	2966    
1439 	818.6422      	12215.3495    	3022    
1440 	819.1533      	12207.7269    	2974    
1441 	819.6646      	12200.1128    	2980    
1442 	820.1758      	12192.5083    	2921    
1443 	820.6871      	12184.9114    	2937    
1444 	821.1985      	12177.3240    	2979    
1445 	821.7098      	12169.7460    	2939    
1446 	822.2213      	12162.1756    	2993    
1447 	822.7328      	12154.6147    	2899    
1448 	823.2443      	12147.0622    	3016    
1449 	823.7559      	12139.5191    	3030    
1450 	824.2675      	12131.9845    	2904    
1451 	824.7791      	12124.4583    	2940    
1452 	825.2908      	12116.9406    	2946    
1453 	825.8026      	12109.4322    	2999    
1454 	826.3143      	12101.9322    	2964    
1455 	826.8262      	12094.4406    	2999    
1456 	827.3380      	12086.9582    	3020    
1457 	827.8500      	12079.4834    	3044    
1458 	828.3619      	12072.0186    	3025    
1459 	828.8739      	12064.5613    	2971    
1460 	829.3859      	12057.1132    	2937    
1461 	829.8980      	12049.6734    	3034    
1462 	830.4102      	12042.2419    	3008    
1463 	830.9223      	12034.8196    	2971    
1464 	831.4345      	12027.4055    	3036    
1465 	831.9468      	12019.9997    	2924    
1466 	832.4590      	12012.6030    	3028    
1467 	832.9714      	12005.2145    	2998    
1468 	833.4838      	11997.8342    	2994    
1469 	833.9962      	11990.4621    	3006    
1470 	834.5087      	11983.0990    	3000    
1471 	835.0212      	11975.7441    	2970    
1472 	835.5338      	11968.3974    	3016    
1473 	836.0463      	11961.0597    	3025    
1474 	836.5590      	11953.7301    	3083    
1475 	837.0717      	11946.4086    	3024    
1476 	837.5844      	11939.0960    	3088    
1477 	838.0972      	11931.7907    	3028    
1478 	838.6099      	11924.4952    	3031    
1479 	839.1228      	11917.2068    	2962    
1480 	839.6357      	11909.9274    	2969    
1481 	840.1486      	11902.6560    	3071    
1482 	840.6616      	11895.3926    	3024    
1483 	841.1746      	11888.1380    	3079    
1484 	841.6877      	11880.8915    	3074    
1485 	842.2008      	11873.6529    	3065    
1486 	842.7139      	11866.4231    	3066    
1487 	843.2272      	11859.2004    	3037    
1488 	843.7404      	11851.9873    	3037    
1489 	844.2537      	11844.7813    	3024    
1490 	844.7670      	11837.5841    	2992    
1491 	845.2803      	11830.3947    	3062    
1492 	845.7938      	11823.2132    	3065    
1493 	846.3072      	11816.0405    	2990    
1494 	846.8207      	11808.8755    	3032    
1495 	847.3342      	11801.7185    	3047    
1496 	847.8478      	11794.5700    	3084    
1497 	848.3615      	11787.4286    	2952    
1498 	848.8751      	11780.2966    	3011    
1499 	849.3888      	11773.1716    	2984    
1500 	849.9025      	11766.0551    	2999    
1501 	850.4163      	11758.9465    	3076    
1502 	850.9302      	11751.8456    	2947    
1503 	851.4440      	11744.7532    	3009    
1504 	851.9579      	11737.6686    	3038    
1505 	852.4719      	11730.5916    	3080    
1506 	852.9859      	11723.5232    	2966    
1507 	853.4999      	11716.4625    	2940    
1508 	854.0140      	11709.4094    	2956    
1509 	854.5281      	11702.3648    	3032    
1510 	855.0423      	11695.3279    	3032    
1511 	855.5565      	11688.2985    	2996    
1512 	856.0708      	11681.2768    	3031    
1513 	856.5851      	11674.2635    	2971    
1514 	857.0994      	11667.2578    	3021    
1515 	857.6138      	11660.2597    	3025    
1516 	858.1282      	11653.2700    	2996    
1517 	858.6427      	11646.2878    	3024    
1518 	859.1572      	11639.3131    	2958    
1519 	859.6718      	11632.3468    	3046    
1520 	860.1863      	11625.3880    	3051    
1521 	860.7010      	11618.4368    	3000    
1522 	861.2157      	11611.4929    	3015    
1523 	861.7304      	11604.5574    	3017    
1524 	862.2452      	11597.6294    	2988    
1525 	862.7599      	11590.7096    	2900    
1526 	863.2748      	11583.7972    	2994    
1527 	863.7897      	11576.8923    	3053    
1528 	864.3046      	11569.9948    	2938    
1529 	864.8196      	11563.1055    	3023    
1530 	865.3346      	11556.2235    	2986    
1531 	865.8497      	11549.3490    	3031    
1532 	866.3648      	11542.4818    	2974    
1533 	866.8799      	11535.6227    	3021    
1534 	867.3951      	11528.7719    	2997    
1535 	867.9103      	11521.9275    	2931    
1536 	868.4256      	11515.0912    	2973    
1537 	868.9409      	11508.2623    	3062    
1538 	869.4563      	11501.4406    	3050    
1539 	869.9717      	11494.6270    	2979    
1540 	870.4871      	11487.8207    	2968    
1541 	871.0026      	11481.0225    	2958    
1542 	871.5181      	11474.2306    	3002    
1543 	872.0337      	11467.4468    	2961    
1544 	872.5493      	11460.6711    	3060    
1545 	873.0649      	11453.9017    	2988    
1546 	873.5806      	11447.1403    	2922    
1547 	874.0964      	11440.3861    	3007    
1548 	874.6121      	11433.6398    	3037    
1549 	875.1279      	11426.9008    	3015    
1550 	875.6438      	11420.1688    	2958    
1551 	876.1597      	11413.4440    	3011    
1552 	876.6757      	11406.7271    	2989    
1553 	877.1917      	11400.0173    	2984    
1554 	877.7076      	11393.3154    	2986    
1555 	878.2238      	11386.6198    	2959    
1556 	878.7399      	11379.9321    	2986    
1557 	879.2560      	11373.2522    	2935    
1558 	879.7722      	11366.5785    	3044    
1559 	880.2885      	11359.9127    	3057    
1560 	880.8047      	11353.2547    	2983    
1561 	881.3210      	11346.6030    	2985    
1562 	881.8374      	11339.9590    	3030    
1563 	882.3538      	11333.3220    	3055    
1564 	882.8702      	11326.6928    	2998    
1565 	883.3867      	11320.0706    	2952    
1566 	883.9033      	11313.4553    	2900    
1567 	884.4198      	11306.8477    	3042    
1568 	884.9365      	11300.2463    	3022    
1569 	885.4531      	11293.6526    	3010    
1570 	885.9698      	11287.0666    	3042    
1571 	886.4865      	11280.4875    	2915    
1572 	887.0033      	11273.9153    	2907    
1573 	887.5201      	11267.3499    	3020    
1574 	888.0370      	11260.7922    	2955    
1575 	888.5539      	11254.2414    	2955    
1576 	889.0709      	11247.6974    	2969    
1577 	889.5878      	11241.1610    	2972    
1578 	890.1049      	11234.6314    	3048    
1579 	890.6219      	11228.1086    	2951    
1580 	891.1391      	11221.5927    	3039    
1581 	891.6563      	11215.0843    	2964    
1582 	892.1735      	11208.5827    	2975    
1583 	892.6907      	11202.0886    	3033    
1584 	893.2079      	11195.6012    	2977    
1585 	893.7253      	11189.1207    	3001    
1586 	894.2427      	11182.6468    	2920    
1587 	894.7601      	11176.1804    	3002    
1588 	895.2775      	11169.7208    	2984    
1589 	895.7950      	11163.2686    	2984    
1590 	896.3126      	11156.8223    	2986    
1591 	896.8301      	11150.3843    	3017    
1592 	897.3477      	11143.9521    	3004    
1593 	897.8654      	11137.5274    	2951    
1594 	898.3831      	11131.1093    	2936    
1595 	898.9008      	11124.6979    	2902    
1596 	899.4186      	11118.2938    	2960    
1597 	899.9364      	11111.8963    	2993    
1598 	900.4543      	11105.5055    	3010    
1599 	900.9722      	11099.1212    	3064    
1600 	901.4902      	11092.7443    	3041    
1601 	902.0081      	11086.3747    	3000    
1602 	902.5262      	11080.0109    	2971    
1603 	903.0443      	11073.6545    	3006    
1604 	903.5624      	11067.3045    	2988    
1605 	904.0805      	11060.9619    	2982    
1606 	904.5987      	11054.6257    	2917    
1607 	905.1169      	11048.2961    	2960    
1608 	905.6353      	11041.9730    	2978    
1609 	906.1536      	11035.6571    	3025    
1610 	906.6719      	11029.3477    	2963    
1611 	907.1904      	11023.0447    	3034    
1612 	907.7088      	11016.7490    	3020    
1613 	908.2273      	11010.4597    	2986    
1614 	908.7458      	11004.1775    	2957    
1615 	909.2644      	10997.9011    	3019    
1616 	909.7830      	10991.6318    	3043    
1617 	910.3016      	10985.3697    	3053    
1618 	910.8203      	10979.1140    	2969    
1619 	911.3391      	10972.8646    	3010    
1620 	911.8578      	10966.6216    	3043    
1621 	912.3767      	10960.3850    	2954    
1622 	912.8956      	10954.1555    	2966    
1623 	913.4144      	10947.9330    	2956    
1624 	913.9334      	10941.7162    	2934    
1625 	914.4524      	10935.5064    	2937    
1626 	914.9714      	10929.3037    	3035    
1627 	915.4905      	10923.1065    	3049    
1628 	916.0096      	10916.9164    	3106    
1629 	916.5287      	10910.7325    	3035    
1630 	917.0479      	10904.5557    	2952    
1631 	917.5671      	10898.3851    	3023    
1632 	918.0864      	10892.2207    	2896    
1633 	918.6058      	10886.0626    	2957    
1634 	919.1251      	10879.9115    	2996    
1635 	919.6445      	10873.7666    	2897    
1636 	920.1639      	10867.6286    	2976    
1637 	920.6834      	10861.4969    	2994    
1638 	921.2029      	10855.3713    	3005    
1639 	921.7225      	10849.2519    	3016    
1640 	922.2421      	10843.1395    	2976    
1641 	922.7618      	10837.0332    	2944    
1642 	923.2814      	10830.9337    	2973    
1643 	923.8012      	10824.8397    	3003    
1644 	924.3210      	10818.7525    	3059    
1645 	924.8408      	10812.6722    	2978    
1646 	925.3606      	10806.5980    	2977    
1647 	925.8805      	10800.5300    	2959    
1648 	926.4005      	10794.4680    	3020    
1649 	926.9204      	10788.4128    	2983    
1650 	927.4404      	10782.3637    	3010    
1651 	927.9605      	10776.3206    	2978    
